#kx 	 Dy 	 DP 	 WW 	 (DP-WW)/DP 
51.0509	37.6991	-0.805214	0.445954	1.55383
51.0509	39.2699	-0.76083	0.153599	1.20188
51.0509	40.8407	-0.744404	-0.280553	0.623117
51.0509	42.4115	0.122069	-0.152316	2.24779
51.0509	43.9823	0.0245309	0.22976	-8.36614
51.0509	45.5531	-0.619527	0.18102	1.29219
51.0509	47.1239	-0.664807	-0.0173297	0.973933
51.0509	48.6947	-0.233304	-0.0610878	0.738162
51.0509	50.2655	-0.0339411	-0.181055	-4.3344
51.0509	51.8363	0.0721102	-0.0622917	1.86384
51.0509	53.4071	0.624858	-0.000237318	1.00038
51.0509	54.9779	0.823131	0.0136295	0.983442
51.0509	56.5487	0.293119	0.192416	0.343556
51.0509	58.1195	-0.559918	0.357164	1.63789
51.0509	59.6903	-0.894471	-0.045986	0.948589
51.0509	61.2611	-1.0136	-0.438266	0.567613
51.0509	62.8319	-0.2606	-0.240754	0.0761554
51.0509	64.4026	-0.000641356	0.268104	419.026
51.0509	65.9734	-0.00770488	0.0828359	11.7511
51.0509	67.5442	-0.11838	-0.190573	-0.609846
51.0509	69.115	0.0317646	-0.0738319	3.32435
51.0509	70.6858	-0.0796571	0.0914416	2.14794
51.0509	72.2566	-0.556017	-0.276001	0.503611
51.0509	73.8274	-0.189989	-0.0605303	0.681401
51.0509	75.3982	0.152958	-0.0057282	1.03745
51.0509	76.969	0.20809	-0.42627	3.04849
51.0509	78.5398	0.249196	-0.283393	2.13723
51.0509	80.1106	0.135488	-0.189708	2.40018
51.0509	81.6814	0.410275	0.0147245	0.964111
51.0509	83.2522	-0.0197786	0.15233	8.70175
51.0509	84.823	-0.166712	0.0075127	1.04506
51.0509	86.3938	0.546364	0.00433664	0.992063
51.0509	87.9646	0.450036	0.283233	0.370643
51.0509	89.5354	0.413476	0.273759	0.33791
51.0509	91.1062	0.607945	0.255948	0.578994
51.0509	92.677	0.109058	0.0671129	0.384611
51.0509	94.2478	-0.392807	-0.456735	-0.162749
51.0509	95.8186	-0.566342	-0.321978	0.431478
51.0509	97.3894	-0.0202211	-0.0753232	-2.72498
51.0509	98.9602	0.21251	-0.143326	1.67444
51.0509	100.531	0.018791	-0.230886	13.2871
51.0509	102.102	-0.0908515	-0.609715	-5.71112
51.0509	103.673	-0.436102	-0.631422	-0.447876
51.0509	105.243	-0.454497	0.0833997	1.1835
51.0509	106.814	-0.264969	-0.0754424	0.715278
51.0509	108.385	0.391986	-0.16888	1.43083
51.0509	109.956	0.596712	0.522912	0.123679
51.0509	111.527	0.139885	0.51288	-2.66645
51.0509	113.097	-0.160678	-0.0952804	0.407012
51.0509	114.668	-0.171552	-0.071139	0.585322
51.0509	116.239	-0.0474796	-0.0723096	-0.522962
51.0509	117.81	0.0468005	-0.14409	4.07882
51.0509	119.381	-0.28274	-0.042835	0.8485
51.0509	120.951	-0.241032	0.403694	2.67486
51.0509	122.522	0.318348	0.537567	-0.688615
51.0509	124.093	0.608893	0.528146	0.132612
51.0509	125.664	0.267096	0.129909	0.513624
51.0509	127.235	-0.0894365	-0.397899	-3.44896
51.0509	128.805	-0.228956	-0.176144	0.230666
51.0509	130.376	0.0364151	0.038463	-0.0562383
51.0509	131.947	0.119369	0.402851	-2.37483
51.0509	133.518	-0.152996	0.311464	3.03576
51.0509	135.088	0.0611778	-0.319459	6.22181
51.0509	136.659	0.216401	-0.51357	3.37323
51.0509	138.23	-0.00374754	0.0595193	16.8822
51.0509	139.801	0.0617824	0.0219215	0.645183
51.0509	141.372	0.216336	-0.808834	4.73878
51.0509	142.942	0.373412	-0.363068	1.9723
51.0509	144.513	0.361561	-0.00809784	1.0224
51.0509	146.084	0.385241	0.460064	-0.194225
51.0509	147.655	0.157009	0.840411	-4.35265
51.0509	149.226	-0.0292046	0.0550301	2.8843
51.0509	150.796	-0.187872	-0.92145	-3.90467
51.0509	152.367	-0.494455	-0.0669295	0.86464
51.0509	153.938	-0.0583941	0.94601	17.2005
51.0509	155.509	0.0188002	0.0765736	-3.07303
51.0509	157.08	-0.0795	0.290336	4.65202
51.0509	158.65	-0.0674039	0.783687	12.6267
51.0509	160.221	0.204704	0.527905	-1.57887
51.0509	161.792	0.312006	0.299952	0.0386328
51.0509	163.363	-0.230952	1.25995	6.45547
51.0509	164.934	-0.305124	0.896024	3.93659
51.0509	166.504	-0.0241535	-0.13395	-4.54578
51.0509	168.075	0.301559	0.637371	-1.11359
51.0509	169.646	0.432322	0.620066	-0.434271
51.0509	171.217	0.463825	-0.240998	1.51959
51.0509	172.788	0.311632	-0.399884	2.28319
51.0509	174.358	-0.220247	-0.727501	-2.30312
51.0509	175.929	-0.249108	-0.981988	-2.94202
51.0509	177.5	-0.123904	-0.32255	-1.60323
51.0509	179.071	-0.308315	-0.290689	0.0571693
51.0509	180.642	0.0822418	-0.382315	5.64867
51.0509	182.212	0.250774	0.0343547	0.863005
51.0509	183.783	-0.123455	-1.18689	-8.61388
51.0509	185.354	-0.3898	0.855877	3.19568
51.0509	186.925	0.0597677	0.710345	-10.8851
51.0509	188.496	-0.0237025	0.28509	13.0278
51.0509	190.066	-0.704653	0.457324	1.64901
51.0509	191.637	-0.471293	-0.473722	-0.00515473
51.0509	193.208	0.126534	0.979917	-6.7443
51.0509	194.779	0.26144	1.28357	-3.90962
51.0509	196.35	0.181342	0.565281	-2.1172
51.0509	197.92	-0.00312509	-0.879475	-280.424
51.0509	199.491	0.134049	-0.944209	8.04375

51.8363	0	0.39576	-0.275368	1.69579
51.8363	1.5708	-0.880778	0.0432918	1.04915
51.8363	3.14159	-0.492985	0.230211	1.46697
51.8363	4.71239	0.310314	-0.380192	2.22518
51.8363	6.28319	0.130312	-0.201653	2.54746
51.8363	7.85398	0.893849	0.0263072	0.970569
51.8363	9.42478	0.489904	-0.109125	1.22275
51.8363	10.9956	-0.196683	0.127263	1.64705
51.8363	12.5664	-0.358828	0.112014	1.31217
51.8363	14.1372	-0.681287	-0.014263	0.979065
51.8363	15.708	0.334094	0.0776465	0.767591
51.8363	17.2788	-0.110327	0.0925695	1.83905
51.8363	18.8496	-0.0423475	0.0237123	1.55994
51.8363	20.4204	0.523878	-0.302323	1.57709
51.8363	21.9911	0.463919	-0.454834	1.98042
51.8363	23.5619	0.368052	-0.253914	1.68989
51.8363	25.1327	0.376171	-0.00473495	1.01259
51.8363	26.7035	-0.0569693	0.16272	3.85627
51.8363	28.2743	-0.0409653	0.129887	4.17067
51.8363	29.8451	0.310228	0.016193	0.947803
51.8363	31.4159	-0.396423	0.293444	1.74023
51.8363	32.9867	0.0255705	0.227394	-7.89284
51.8363	34.5575	0.365134	0.309743	0.151701
51.8363	36.1283	0.289208	0.381665	-0.31969
51.8363	37.6991	0.294315	0.594005	-1.01826
51.8363	39.2699	-0.171176	0.324626	2.89644
51.8363	40.8407	-0.0951917	-0.184927	-0.942682
51.8363	42.4115	0.656395	0.0318542	0.951471
51.8363	43.9823	0.49124	0.380054	0.226338
51.8363	45.5531	-0.391798	0.130757	1.33374
51.8363	47.1239	-0.545921	0.015991	1.02929
51.8363	48.6947	-0.171376	-0.0790717	0.538608
51.8363	50.2655	0.270608	-0.120304	1.44457
51.8363	51.8363	0.414764	0.132036	0.68166
51.8363	53.4071	0.440833	0.161515	0.633615
51.8363	54.9779	0.355443	0.0474535	0.866495
51.8363	56.5487	-0.214482	0.304711	2.42068
51.8363	58.1195	-0.772148	0.204052	1.26427
51.8363	59.6903	-0.616444	-0.299315	0.514448
51.8363	61.2611	-0.254346	-0.456395	-0.794389
51.8363	62.8319	-0.0561753	-0.215298	-2.83261
51.8363	64.4026	-0.207241	0.0572576	1.27629
51.8363	65.9734	-0.29033	-0.109472	0.622939
51.8363	67.5442	-0.0709409	-0.0870473	-0.227041
51.8363	69.115	0.356782	-0.0300295	1.08417
51.8363	70.6858	0.193182	0.0577635	0.700989
51.8363	72.2566	-0.102323	-0.0549794	0.462688
51.8363	73.8274	0.211553	-0.0648467	1.30653
51.8363	75.3982	0.148072	0.0277929	0.812302
51.8363	76.969	0.117493	-0.363638	4.09498
51.8363	78.5398	0.112741	-0.307488	3.72739
51.8363	80.1106	0.0452386	0.171968	-2.80135
51.8363	81.6814	0.208323	0.422805	-1.02956
51.8363	83.2522	-0.361892	0.0609799	1.1685
51.8363	84.823	-0.104767	-0.288342	-1.75222
51.8363	86.3938	0.536065	-0.127505	1.23785
51.8363	87.9646	0.203869	0.337584	-0.655893
51.8363	89.5354	-0.0302388	0.405405	14.4068
51.8363	91.1062	0.226616	0.587553	-1.59273
51.8363	92.677	-0.250538	0.528364	3.10892
51.8363	94.2478	-0.534958	-0.00105698	0.998024
51.8363	95.8186	-0.344136	-0.254212	0.261305
51.8363	97.3894	0.488344	-0.59924	2.22709
51.8363	98.9602	0.254007	-0.750976	3.95652
51.8363	100.531	-0.0861913	-0.727625	-7.44198
51.8363	102.102	0.0699482	-0.524038	8.4918
51.8363	103.673	-0.27104	0.177768	1.65587
51.8363	105.243	-0.47006	0.215902	1.45931
51.8363	106.814	-0.303078	-0.114177	0.623273
51.8363	108.385	0.270803	0.389432	-0.438063
51.8363	109.956	0.247608	0.832504	-2.36219
51.8363	111.527	-0.108285	0.448807	5.1447
51.8363	113.097	-0.214155	-0.251242	-0.173178
51.8363	114.668	-0.135818	-0.370421	-1.72734
51.8363	116.239	0.152185	-0.409986	3.69399
51.8363	117.81	0.148015	-0.534742	4.61276
51.8363	119.381	-0.303589	0.00466258	1.01536
51.8363	120.951	-0.160169	-0.102095	0.362578
51.8363	122.522	0.407062	-0.256814	1.6309
51.8363	124.093	0.43379	-0.800477	2.84531
51.8363	125.664	0.251338	-0.863485	4.43555
51.8363	127.235	0.120526	-0.272028	3.257
51.8363	128.805	-0.176567	0.205523	2.164
51.8363	130.376	0.0239127	0.0439465	-0.83779
51.8363	131.947	-0.0445061	0.329184	8.39639
51.8363	133.518	-0.387443	0.0615876	1.15896
51.8363	135.088	0.0238047	-0.391257	17.4362
51.8363	136.659	0.0946223	-0.261561	3.76426
51.8363	138.23	-0.149244	-0.0589013	0.605335
51.8363	139.801	0.0620235	-0.872151	15.0616
51.8363	141.372	0.369267	-1.41586	4.83423
51.8363	142.942	0.670546	-0.27934	1.41659
51.8363	144.513	0.456171	-0.487176	2.06797
51.8363	146.084	0.256373	0.0851648	0.667808
51.8363	147.655	0.109172	0.495965	-3.54297
51.8363	149.226	-0.068497	-0.907101	-12.2429
51.8363	150.796	-0.093341	-1.36002	-13.5705
51.8363	152.367	-0.218567	-0.231831	-0.0606877
51.8363	153.938	-0.0943947	0.37476	4.97013
51.8363	155.509	-0.216263	-0.403187	-0.864333
51.8363	157.08	0.00987286	0.0424575	-3.30042
51.8363	158.65	-0.119939	0.16273	2.35677
51.8363	160.221	0.040565	0.298426	-6.35674
51.8363	161.792	0.229593	0.225022	0.0199085
51.8363	163.363	-0.155827	0.455443	3.92276
51.8363	164.934	-0.0698323	-0.0811992	-0.162775
51.8363	166.504	0.263121	-0.859036	4.26479
51.8363	168.075	0.344794	0.160801	0.533633
51.8363	169.646	0.296942	0.161339	0.456664
51.8363	171.217	0.316942	-0.262895	1.82947
51.8363	172.788	-0.0462946	-0.383553	-7.28505
51.8363	174.358	-0.195286	-1.39654	-6.15126
51.8363	175.929	-0.0169504	-0.136014	-7.02423
51.8363	177.5	-0.16493	0.569947	4.45568
51.8363	179.071	0.0757526	-0.474296	7.26112
51.8363	180.642	0.416403	-0.423878	2.01795
51.8363	182.212	0.0660296	-0.693432	11.5018
51.8363	183.783	-0.0466556	-1.69329	-35.2934
51.8363	185.354	0.134257	0.233704	-0.740723
51.8363	186.925	0.433456	0.641449	-0.479849
51.8363	188.496	0.107705	0.917538	-7.51896
51.8363	190.066	-0.458855	0.340669	1.74243
51.8363	191.637	0.10831	0.248267	-1.29218
51.8363	193.208	0.32158	1.20558	-2.74893
51.8363	194.779	0.150732	1.44888	-8.61228
51.8363	196.35	0.000676758	-1.07652	1591.7
51.8363	197.92	0.0861617	-1.42716	17.5637
51.8363	199.491	0.000900017	0.870637	-966.356

52.6217	0	0.551838	-0.234521	1.42498
52.6217	1.5708	0.641294	-0.0485405	1.07569
52.6217	3.14159	-0.504351	0.261325	1.51814
52.6217	4.71239	-0.2592	0.218061	1.84129
52.6217	6.28319	0.398226	-0.104449	1.26229
52.6217	7.85398	0.719929	0.0908331	0.87383
52.6217	9.42478	0.370322	0.0163308	0.955901
52.6217	10.9956	-0.00798037	0.215413	27.9929
52.6217	12.5664	-0.176724	0.241513	2.36661
52.6217	14.1372	-0.184913	0.0110724	1.05988
52.6217	15.708	0.696245	0.0435483	0.937453
52.6217	17.2788	0.00650859	0.0595864	-8.15503
52.6217	18.8496	0.00341211	0.0248572	-6.28499
52.6217	20.4204	0.364442	-0.366742	2.00631
52.6217	21.9911	0.192678	-0.454533	3.35903
52.6217	23.5619	-0.000871464	-0.131184	-149.533
52.6217	25.1327	-0.0753703	0.0615192	1.81623
52.6217	26.7035	-0.317815	0.124138	1.3906
52.6217	28.2743	-0.356406	-0.055945	0.84303
52.6217	29.8451	0.0793863	0.0446195	0.437945
52.6217	31.4159	0.310931	0.424178	-0.364219
52.6217	32.9867	0.378766	0.22839	0.397016
52.6217	34.5575	0.291637	0.0802549	0.724813
52.6217	36.1283	0.67085	0.201613	0.699466
52.6217	37.6991	0.502819	0.348291	0.307322
52.6217	39.2699	-0.326052	0.409366	2.25552
52.6217	40.8407	0.0262853	0.11734	-3.4641
52.6217	42.4115	0.831595	0.148098	0.821911
52.6217	43.9823	0.56041	0.286637	0.488523
52.6217	45.5531	-0.175552	0.292363	2.66539
52.6217	47.1239	-0.229022	0.109781	1.47935
52.6217	48.6947	0.0119789	-0.142077	12.8607
52.6217	50.2655	0.182045	-0.0623041	1.34225
52.6217	51.8363	0.232035	0.320881	-0.382901
52.6217	53.4071	-0.0052146	0.182671	36.0306
52.6217	54.9779	0.194168	-0.0958057	1.49342
52.6217	56.5487	-0.531342	0.00136891	1.00258
52.6217	58.1195	-0.756537	-0.162432	0.785296
52.6217	59.6903	-0.225633	-0.312772	-0.386197
52.6217	61.2611	0.168601	-0.0102559	1.06083
52.6217	62.8319	-0.10278	-0.0229735	0.776478
52.6217	64.4026	-0.125233	-0.0741265	0.408089
52.6217	65.9734	-0.516542	-0.019021	0.963176
52.6217	67.5442	-0.0303136	0.283439	10.3502
52.6217	69.115	0.469927	0.0213329	0.954604
52.6217	70.6858	0.265439	-0.217823	1.82061
52.6217	72.2566	0.077472	0.0306702	0.604112
52.6217	73.8274	0.193678	-0.108515	1.56028
52.6217	75.3982	0.166143	0.177483	-0.0682597
52.6217	76.969	0.449493	-0.00296069	1.00659
52.6217	78.5398	0.285682	-0.196606	1.6882
52.6217	80.1106	-0.0142828	0.350471	25.5379
52.6217	81.6814	-0.117671	0.498834	5.23921
52.6217	83.2522	-0.750242	0.162564	1.21668
52.6217	84.823	-0.235615	-0.219044	0.07033
52.6217	86.3938	0.201599	-0.0963564	1.47796
52.6217	87.9646	-0.104969	0.271144	3.58309
52.6217	89.5354	-0.173394	0.478902	3.76192
52.6217	91.1062	0.221172	0.582988	-1.63591
52.6217	92.677	-0.0226061	0.216207	10.5641
52.6217	94.2478	-0.228189	-0.3755	-0.645571
52.6217	95.8186	0.0225599	-0.298797	14.2446
52.6217	97.3894	0.831024	-0.658675	1.79261
52.6217	98.9602	0.205788	-0.93251	5.53141
52.6217	100.531	-0.115086	-0.811128	-6.04804
52.6217	102.102	0.135048	-0.247183	2.83034
52.6217	103.673	-0.328672	0.462862	2.40828
52.6217	105.243	-0.384945	-0.0826461	0.785304
52.6217	106.814	-0.0876085	-0.318192	-2.63198
52.6217	108.385	0.19233	0.373457	-0.941753
52.6217	109.956	-0.0822331	0.398829	5.84999
52.6217	111.527	-0.385438	0.135534	1.35164
52.6217	113.097	-0.130875	-0.21166	-0.617263
52.6217	114.668	0.0831299	-0.29159	4.50765
52.6217	116.239	0.263806	-0.204242	1.77421
52.6217	117.81	0.152274	-0.309954	3.03551
52.6217	119.381	-0.347943	0.271767	1.78107
52.6217	120.951	0.0691796	-0.686271	10.9201
52.6217	122.522	0.174342	-1.17638	7.74752
52.6217	124.093	-0.0059884	-1.31121	-217.959
52.6217	125.664	0.0537421	-0.684356	13.7341
52.6217	127.235	0.0909869	0.0160388	0.823725
52.6217	128.805	-0.24152	0.310369	2.28507
52.6217	130.376	-0.0322981	0.253605	8.852
52.6217	131.947	-0.0715266	0.137644	2.92437
52.6217	133.518	-0.23759	-0.0485432	0.795685
52.6217	135.088	7.31238e-05	0.367119	-5019.51
52.6217	136.659	-0.218244	0.829024	4.7986
52.6217	138.23	-0.302812	0.569014	2.8791
52.6217	139.801	0.0115201	-0.584547	51.7414
52.6217	141.372	0.384022	-0.905282	3.35737
52.6217	142.942	0.506263	-0.105284	1.20796
52.6217	144.513	0.173539	-0.531273	4.0614
52.6217	146.084	-0.157677	-0.340279	-1.15808
52.6217	147.655	-0.140517	0.278225	2.98001
52.6217	149.226	-0.0283276	-0.810085	-27.597
52.6217	150.796	-0.158502	-1.08766	-5.86211
52.6217	152.367	-0.245195	-0.0231272	0.905678
52.6217	153.938	-0.234014	0.419085	2.79085
52.6217	155.509	-0.196538	-0.302298	-0.538115
52.6217	157.08	0.25436	-0.669103	3.63054
52.6217	158.65	0.0388645	-0.417074	11.7315
52.6217	160.221	-0.110851	-0.143539	-0.294874
52.6217	161.792	0.151059	-0.0263084	1.17416
52.6217	163.363	0.129036	-0.0328263	1.2544
52.6217	164.934	0.360352	-0.605337	2.67985
52.6217	166.504	0.550357	-0.851243	2.54671
52.6217	168.075	0.158383	-0.211535	2.33559
52.6217	169.646	-0.0860148	-0.0951869	-0.106635
52.6217	171.217	-0.0680638	0.0213498	1.31367
52.6217	172.788	-0.170622	-0.254273	-0.490273
52.6217	174.358	-0.0091057	-0.588532	-63.6334
52.6217	175.929	-0.121066	0.639386	6.28129
52.6217	177.5	-0.132938	0.0527426	1.39675
52.6217	179.071	0.328236	-0.283938	1.86504
52.6217	180.642	0.311725	0.0556069	0.821616
52.6217	182.212	-0.0983677	-0.675822	-5.87036
52.6217	183.783	0.114619	-1.84884	17.1304
52.6217	185.354	0.323807	-0.441312	2.36289
52.6217	186.925	0.580237	0.30335	0.477197
52.6217	188.496	0.0876694	0.173918	-0.983797
52.6217	190.066	-0.280888	-0.188371	0.329373
52.6217	191.637	0.0526627	0.538335	-9.22233
52.6217	193.208	-0.119651	2.18784	19.2851
52.6217	194.779	0.00664974	-0.302512	46.4923
52.6217	196.35	0.0269152	-0.720308	27.7622
52.6217	197.92	-0.00379603	1.0684	282.451
52.6217	199.491	-0.0600607	2.06883	35.4456

53.4071	0	0.372589	-0.290845	1.78061
53.4071	1.5708	0.107509	-0.119721	2.11359
53.4071	3.14159	0.102293	0.188995	-0.84758
53.4071	4.71239	0.553088	0.174599	0.68432
53.4071	6.28319	0.0348644	-0.00541639	1.15536
53.4071	7.85398	0.421171	0.0334232	0.920642
53.4071	9.42478	-0.307268	0.0837316	1.2725
53.4071	10.9956	-0.704436	0.168303	1.23892
53.4071	12.5664	-0.345866	0.114926	1.33229
53.4071	14.1372	0.0378917	-0.0128022	1.33786
53.4071	15.708	0.455809	-0.0506984	1.11123
53.4071	17.2788	-0.297834	0.107341	1.3604
53.4071	18.8496	-0.280018	0.114443	1.4087
53.4071	20.4204	0.145697	-0.217892	2.49551
53.4071	21.9911	-0.234817	-0.122741	0.477292
53.4071	23.5619	-0.507489	0.067507	1.13302
53.4071	25.1327	-0.618711	0.0738862	1.11942
53.4071	26.7035	-0.629527	0.082222	1.13061
53.4071	28.2743	-0.400632	0.0137754	1.03438
