#kx 	 Dy 	 DP 	 WW 	 (DP-WW)/DP 
51.8363	158.65	0.000313859	-0.000591032	2.88311
51.8363	160.221	0.000367155	-0.00205119	6.58672
51.8363	161.792	0.000680507	-0.00379027	6.56977
51.8363	163.363	0.00123617	-0.00257273	3.08121
51.8363	164.934	0.00146838	-0.000584136	1.39781
51.8363	166.504	0.000690883	0.000604892	0.124466
51.8363	168.075	-0.00046357	0.0015488	4.34102
51.8363	169.646	-0.000657691	0.00579342	9.80873
51.8363	171.217	7.23004e-05	0.00971461	-133.365
51.8363	172.788	0.000240213	0.00941599	-38.1985
51.8363	174.358	-0.000463952	0.0106159	23.8816
51.8363	175.929	-0.000937712	0.00904369	10.6444
51.8363	177.5	-0.000753185	-0.00201695	-1.67789
51.8363	179.071	-0.000148584	-0.00702011	-46.2468
51.8363	180.642	0.000314338	-0.00241189	8.67294
51.8363	182.212	0.000927935	-0.0108259	12.6666
51.8363	183.783	0.00158411	-0.0221905	15.0082
51.8363	185.354	0.000548871	-0.0137862	26.1174
51.8363	186.925	-0.00133159	0.000411836	1.30928
51.8363	188.496	-0.00207639	0.00832179	5.00781
51.8363	190.066	-0.00132964	0.000918141	1.69052
51.8363	191.637	-0.000381959	-0.0185408	-47.5415
51.8363	193.208	-0.00104818	-0.0289351	-26.605
51.8363	194.779	-0.000887597	-0.0249473	-27.1065
51.8363	196.35	-1.06001e-06	0.0143116	13502.4
51.8363	197.92	0.000457793	0.0120343	-25.2877
51.8363	199.491	-3.90854e-08	-0.0166943	-427122

52.6217	0	-0.0148959	-9.17504e-05	0.993841
52.6217	1.5708	-0.0176366	-0.000145993	0.991722
52.6217	3.14159	-0.0121115	0.000141182	1.01166
52.6217	4.71239	-0.0242465	0.000127531	1.00526
52.6217	6.28319	0.0280298	-0.000158565	1.00566
52.6217	7.85398	0.00977979	-4.50078e-05	1.0046
52.6217	9.42478	0.00561786	-5.37512e-05	1.00957
52.6217	10.9956	0.00180938	-2.14887e-05	1.01188
52.6217	12.5664	0.00294793	-0.000192542	1.06531
52.6217	14.1372	0.0108467	-0.000366673	1.0338
52.6217	15.708	0.0109782	-0.000455991	1.04154
52.6217	17.2788	0.00010936	-0.000235924	3.15732
52.6217	18.8496	-0.0065857	-2.91027e-05	0.995581
52.6217	20.4204	-0.00563537	-4.6945e-05	0.99167
52.6217	21.9911	-0.00476712	2.57254e-05	1.0054
52.6217	23.5619	-0.00383434	-5.1468e-05	0.986577
52.6217	25.1327	-0.0011285	-0.000111907	0.900836
52.6217	26.7035	-0.00230976	-0.000206162	0.910743
52.6217	28.2743	-0.00526595	-0.00018648	0.964588
52.6217	29.8451	-0.00498794	0.00013553	1.02717
52.6217	31.4159	-0.0019085	0.000301528	1.15799
52.6217	32.9867	-0.000742082	0.000343563	1.46297
52.6217	34.5575	-0.00123544	0.000353774	1.28635
52.6217	36.1283	-0.00142147	0.000269862	1.18985
52.6217	37.6991	-0.00032239	-0.000205576	0.362338
52.6217	39.2699	0.000853251	-0.000362404	1.42473
52.6217	40.8407	0.00119483	-0.000546895	1.45772
52.6217	42.4115	0.000876356	-0.000539847	1.61601
52.6217	43.9823	0.000779302	0.000367249	0.528746
52.6217	45.5531	0.000556281	0.000731232	-0.314501
52.6217	47.1239	0.000144685	0.000353829	-1.44551
52.6217	48.6947	-0.000605705	-0.000129947	0.785462
52.6217	50.2655	-0.00111579	-0.000329339	0.704839
52.6217	51.8363	-0.0013898	-0.000316536	0.772243
52.6217	53.4071	-0.00105183	-0.000129196	0.87717
52.6217	54.9779	8.85061e-05	-1.47141e-05	1.16625
52.6217	56.5487	0.000313807	-8.98292e-05	1.28626
52.6217	58.1195	-0.000319751	1.51168e-05	1.04728
52.6217	59.6903	-0.000774425	3.10205e-05	1.04006
52.6217	61.2611	-0.000783952	-0.000224952	0.713055
52.6217	62.8319	-0.000490195	-0.000243015	0.504248
52.6217	64.4026	-0.000508921	5.62067e-05	1.11044
52.6217	65.9734	-0.000593289	5.85257e-05	1.09865
52.6217	67.5442	-0.000304551	-0.000582516	-0.912708
52.6217	69.115	3.08137e-05	-0.000725161	24.5337
52.6217	70.6858	0.000205412	-4.95837e-05	1.24139
52.6217	72.2566	3.35343e-05	0.000116315	-2.46852
52.6217	73.8274	-0.000584855	-0.000855862	-0.463376
52.6217	75.3982	-6.71996e-06	-0.00167488	-248.24
52.6217	76.969	0.000971022	-0.00119918	2.23497
52.6217	78.5398	0.000465448	-0.000583721	2.25411
52.6217	80.1106	-0.000205203	-0.000448003	-1.18322
52.6217	81.6814	-0.000216445	0.000262821	2.21426
52.6217	83.2522	0.000116346	0.00067345	-4.78835
52.6217	84.823	0.000400757	0.000280369	0.300402
52.6217	86.3938	0.000357568	-0.000455752	2.27459
52.6217	87.9646	0.00021128	-0.000807908	4.82387
52.6217	89.5354	0.000183614	-0.000321935	2.75333
52.6217	91.1062	0.000347083	-0.000186421	1.53711
52.6217	92.677	0.000200597	-0.000445023	3.21849
52.6217	94.2478	1.27197e-05	-2.83853e-05	3.2316
52.6217	95.8186	0.000301045	-0.000345411	2.14737
52.6217	97.3894	0.000676114	-0.000964534	2.42658
52.6217	98.9602	0.00037802	0.000158265	0.581331
52.6217	100.531	9.15029e-05	0.000735654	-7.03968
52.6217	102.102	0.000387893	-0.000285255	1.73539
52.6217	103.673	0.000554991	-0.000318866	1.57454
52.6217	105.243	0.000256085	-0.000287998	2.12462
52.6217	106.814	0.000313075	-0.000577558	2.84479
52.6217	108.385	0.000490314	2.69628e-05	0.945009
52.6217	109.956	1.61507e-05	0.000295577	-17.3013
52.6217	111.527	-0.000313275	-0.000163988	0.476536
52.6217	113.097	6.88301e-05	-0.00117781	18.1119
52.6217	114.668	0.000248183	-0.0015232	7.13742
52.6217	116.239	-0.000241959	-0.000872299	-2.60515
52.6217	117.81	-0.000698436	-0.00140107	-1.006
52.6217	119.381	-0.000708865	-0.00312655	-3.41064
52.6217	120.951	-0.000227594	-0.00391358	-16.1955
52.6217	122.522	0.000123036	-0.00313548	26.4842
52.6217	124.093	-6.27177e-06	-0.000868919	-137.544
52.6217	125.664	-2.13678e-05	0.00183523	86.8876
52.6217	127.235	0.000253567	0.00277272	-9.93485
52.6217	128.805	0.000217433	0.00118224	-4.43725
52.6217	130.376	8.50899e-05	-0.000652798	8.67186
52.6217	131.947	0.000329732	-0.000502415	2.52371
52.6217	133.518	0.000712643	0.00126705	-0.777954
52.6217	135.088	0.000879721	0.000507889	0.42267
52.6217	136.659	0.000532198	-0.00165754	4.11453
52.6217	138.23	-1.32481e-05	-0.00185858	-139.29
52.6217	139.801	0.000140184	-0.000271675	2.93799
52.6217	141.372	0.00055886	0.000247345	0.557412
52.6217	142.942	0.000271222	0.000555188	-1.04699
52.6217	144.513	-0.000383931	0.00141229	4.67851
52.6217	146.084	-0.000345187	-0.00152977	-3.43172
52.6217	147.655	0.000377592	-0.00575375	16.238
52.6217	149.226	0.00084586	-0.00535742	7.33369
52.6217	150.796	0.000813103	-0.0020364	3.50448
52.6217	152.367	0.000514026	-0.000302827	1.58913
52.6217	153.938	0.000140432	0.000456581	-2.25127
52.6217	155.509	4.50578e-05	-0.000446752	10.9151
52.6217	157.08	0.000175712	-0.00228804	14.0215
52.6217	158.65	0.000264374	-0.000981504	4.71256
52.6217	160.221	0.000292595	-0.000235649	1.80537
52.6217	161.792	0.000564418	-0.000831636	2.47344
