#b 	 momk 	 non Elliptic 	 Smat 	 Smat Fderiv 	 Smat Sderiv 
2.43068	0.888889	6.543	17.8419	1.75862	-5.45127
2.47487	0.888889	6.71881	17.9147	1.5455	-4.19418
2.51907	0.888889	6.68893	17.9788	1.35236	-4.54508
2.56326	0.888889	6.84799	18.0345	1.17709	-3.3876
2.60746	0.888889	6.81274	18.0831	1.01932	-3.75123
2.65165	0.888889	6.98501	18.1249	0.881981	-2.46479
2.69584	0.888889	6.92779	18.1613	0.761644	-2.98154
2.74004	0.888889	7.10918	18.1925	0.66025	-1.60643
2.78423	0.888889	7.03486	18.2199	0.575143	-2.24543
2.82843	0.888889	7.22454	18.2436	0.507935	-0.795652
2.87262	0.888889	7.1258	18.265	0.454527	-1.62155
2.91682	0.888889	7.32355	18.284	0.416375	-0.104796
2.96101	0.888889	7.21374	18.302	0.391562	-1.01823
3.0052	0.888889	7.41082	18.3188	0.379904	0.490607
3.0494	0.888889	7.2729	18.3357	0.376409	-0.648766
3.09359	0.888889	7.51328	18.3523	0.388469	1.19461
3.13779	0.888889	7.31187	18.3701	0.404806	-0.4554
3.18198	0.888889	7.57525	18.3882	0.429235	1.56107
3.22617	0.888889	7.35369	18.4081	0.458022	-0.258236
3.27037	0.888889	7.59923	18.4287	0.487854	1.60811
3.31456	0.888889	7.40374	18.4513	0.523045	-0.0154063
3.35876	0.888889	7.60728	18.4749	0.556061	1.50935
3.40295	0.888889	7.44504	18.5005	0.592479	0.138885
3.44715	0.888889	7.56398	18.5271	0.617403	0.988909
3.49134	0.888889	7.47914	18.5551	0.644227	0.225102
3.53553	0.888889	7.49533	18.5838	0.654978	0.261488
3.57973	0.888889	7.505	18.613	0.666166	0.244764
3.62392	0.888889	7.36928	18.6423	0.651398	-0.913156
3.66812	0.888889	7.53554	18.6706	0.6382	0.31595
3.71231	0.888889	7.19037	18.6982	0.590347	-2.48172
3.7565	0.888889	7.56253	18.7228	0.544201	0.393169
3.8007	0.888889	6.97045	18.7457	0.457208	-4.32946
3.84489	0.888889	7.56712	18.7632	0.369294	0.350539
3.88909	0.888889	6.68714	18.7776	0.23104	-6.60637
3.93328	0.888889	7.55689	18.7836	0.091219	0.278177
3.97748	0.888889	6.34381	18.7848	-0.107138	-9.25359
4.02167	0.888889	7.5277	18.7741	-0.307675	0.17745
4.06586	0.888889	5.92584	18.7566	-0.576622	-12.3498
4.11006	0.888889	7.47968	18.7231	-0.847582	0.0891366
4.15425	0.888889	5.45519	18.6806	-1.19207	-15.6805
4.19845	0.888889	7.40631	18.6177	-1.53854	0.00324083
4.24264	0.888889	4.90681	18.5434	-1.96711	-19.4
4.28683	0.888889	7.29417	18.4438	-2.39884	-0.139489
4.33103	0.888889	4.34247	18.3302	-2.90965	-22.9739
4.37522	0.888889	7.11486	18.1865	-3.4287	-0.518002
4.41942	0.888889	3.74948	18.026	-4.02482	-26.4556
4.46361	0.888889	6.8802	17.8306	-4.63127	-0.992053
4.50781	0.888889	3.14783	17.6156	-5.30829	-29.6421
4.552	0.888889	6.57538	17.3612	-5.99936	-1.63492
4.59619	0.888889	2.59625	17.0846	-6.74317	-32.0295
4.64039	0.888889	6.15793	16.7648	-7.51169	-2.7452
4.68458	0.888889	2.07828	16.4201	-8.31719	-33.7108
4.72878	0.888889	5.69382	16.0293	-9.14551	-3.76986
4.77297	0.888889	1.58394	15.6114	-9.99636	-34.739
4.81716	0.888889	5.17411	15.1455	-10.869	-4.75784
4.86136	0.888889	1.16712	14.6507	-11.7405	-34.6732
4.90555	0.888889	4.57385	14.1074	-12.6369	-5.89666
4.94975	0.888889	0.827883	13.5341	-13.5077	-33.5088
4.99394	0.888889	3.91547	12.9131	-14.403	-7.01238
5.03814	0.888889	0.588869	12.2618	-15.2448	-31.0779
5.08233	0.888889	3.17643	11.5652	-16.1149	-8.30088
5.12652	0.888889	0.465788	10.8388	-16.9011	-27.2814
5.17072	0.888889	2.4285	10.071	-17.708	-9.22998
5.21491	0.888889	0.336676	9.27495	-18.4228	-23.1224
5.25911	0.888889	1.75032	8.4426	-19.1377	-9.22387
5.3033	0.888889	0.217113	7.58487	-19.751	-18.5334
5.3475	0.888889	1.11835	6.69703	-20.3491	-8.53042
5.39169	0.888889	0.0676825	5.78773	-20.8445	-13.8916
5.43588	0.888889	0.60321	4.8554	-21.2987	-6.66454
5.48008	0.888889	-0.110434	3.90664	-21.6508	-9.26804
5.52427	0.888889	0.134342	2.94247	-21.9498	-4.26559
5.56847	0.888889	-0.342305	1.9679	-22.1534	-4.94391
5.61266	0.888889	-0.107795	0.985725	-22.2626	0

0.0441942	1	2.95409	5.02022	0.0789427	1.45737
0.0883883	1	3.73807	5.02678	0.255219	6.52
0.132583	1	6.12851	5.04933	0.876213	21.5826
0.176777	1	3.07021	5.101	1.27815	-3.39292
0.220971	1	5.4833	5.16037	1.54886	15.6436
0.265165	1	3.44729	5.23874	1.87656	-0.813183
0.309359	1	5.98447	5.3272	2.26973	18.6058
0.353553	1	2.52347	5.43674	2.48526	-8.8518
0.397748	1	4.31607	5.54271	2.41843	5.82715
0.441942	1	1.52691	5.64833	2.20414	-15.5247
0.486136	1	6.59474	5.7435	2.39515	24.1691
0.53033	1	3.98072	5.86585	2.98106	2.34601
0.574524	1	4.81537	6.00186	3.21875	8.41073
0.618718	1	3.89099	6.14978	3.41783	0.59886
0.662913	1	5.90428	6.30633	3.77787	15.6941
0.707107	1	6.92131	6.49072	4.61433	22.1599
0.751301	1	3.87726	6.70812	5.03933	-2.92637
0.795495	1	4.92962	6.93049	5.08103	4.81349
0.839689	1	5.01855	7.1597	5.29092	4.68505
0.883883	1	6.48187	7.40149	5.72794	15.0924
0.928078	1	5.391	7.66617	6.17735	5.2449
0.972272	1	3.837	7.94006	6.12175	-7.76082
1.01647	1	4.74886	8.2052	5.92474	-1.15402
1.06066	1	5.67634	8.46798	6.01579	5.27491
1.10485	1	5.79244	8.73892	6.24562	5.12665
1.14905	1	6.01798	9.0202	6.48687	5.78982
1.19324	1	5.10797	9.30984	6.56161	-2.40739
1.23744	1	4.97559	9.5969	6.4137	-4.28499
1.28163	1	5.91687	9.87826	6.36842	2.2357
1.32583	1	5.08756	10.1595	6.30243	-5.22185
1.37002	1	5.65809	10.4341	6.15274	-1.55288
1.41421	1	5.54419	10.7039	6.04519	-3.31501
1.45841	1	5.62542	10.9678	5.89465	-3.49648
1.5026	1	6.21356	11.2261	5.82359	0.280241
1.5468	1	5.78735	11.4824	5.74255	-3.94705
1.59099	1	6.39678	11.7336	5.65573	0.0176946
1.63518	1	5.54606	11.9811	5.49058	-7.49227
1.67938	1	6.58989	12.2189	5.32468	-0.0145387
1.72357	1	5.79756	12.4519	5.16901	-7.03095
1.76777	1	6.35032	12.6747	4.93953	-3.35293
1.81196	1	5.76817	12.888	4.67568	-8.58884
1.85616	1	6.39648	13.0877	4.39276	-4.21277
1.90035	1	6.11749	13.2768	4.14531	-6.98677
1.94454	1	6.59054	13.4542	3.90721	-3.78934
1.98874	1	6.18841	13.622	3.65847	-7.4659
2.03293	1	6.56471	13.7772	3.38434	-4.94071
2.07713	1	6.28102	13.9211	3.10747	-7.58751
2.12132	1	6.67294	14.0519	2.83254	-4.85547
2.16551	1	6.43088	14.1716	2.56847	-7.09626
2.20971	1	6.7414	14.2789	2.30269	-4.92974
2.2539	1	6.60146	14.3754	2.05479	-6.29021
2.2981	1	6.83235	14.4606	1.81224	-4.68491
2.34229	1	6.73613	14.5358	1.58426	-5.63319
2.38649	1	6.94202	14.6008	1.36774	-4.16435
2.43068	1	6.89115	14.657	1.17188	-4.69979
2.47487	1	7.06188	14.7046	0.991577	-3.46069
2.51907	1	7.01595	14.7449	0.828622	-3.91283
2.56326	1	7.18192	14.7781	0.683114	-2.67272
2.60746	1	7.15704	14.8056	0.559355	-2.92723
2.65165	1	7.29514	14.8278	0.453096	-1.88198
2.69584	1	7.26679	14.8459	0.364176	-2.14244
2.74004	1	7.42478	14.8603	0.296371	-0.925641
2.78423	1	7.35313	14.8723	0.242373	-1.51828
2.82843	1	7.53918	14.882	0.207179	-0.0742308
2.87262	1	7.43248	14.8908	0.184703	-0.943003
2.91682	1	7.6529	14.8986	0.180846	0.768495
2.96101	1	7.48518	14.9069	0.184803	-0.589398
3.0052	1	7.76611	14.9152	0.206892	1.5891
3.0494	1	7.54017	14.9253	0.236618	-0.244035
3.09359	1	7.8517	14.9363	0.278932	2.15914
3.13779	1	7.61251	14.9501	0.331071	0.200096
3.18198	1	7.92411	14.9657	0.3925	2.58014
3.22617	1	7.6388	14.9848	0.454665	0.233392
3.27037	1	7.99267	15.006	0.524426	2.92321
3.31456	1	7.68553	15.0312	0.597354	0.377453
3.35876	1	8.06332	15.0589	0.677041	3.22827
3.40295	1	7.70447	15.091	0.753816	0.246527
3.44715	1	8.09016	15.1255	0.828548	3.13501
3.49134	1	7.772	15.1643	0.907716	0.448035
3.53553	1	8.04793	15.2055	0.971682	2.44704
3.57973	1	7.82401	15.2502	1.03649	0.485538
3.62392	1	8.01371	15.2969	1.08669	1.78627
3.66812	1	7.85451	15.3462	1.1333	0.322957
3.71231	1	7.92085	15.3967	1.15464	0.642723
3.7565	1	7.92752	15.4483	1.17958	0.485988
3.8007	1	7.75384	15.5004	1.1663	-1.08658
3.84489	1	7.98192	15.5514	1.15372	0.51708
3.88909	1	7.53847	15.6017	1.09516	-3.16703
3.93328	1	8.02563	15.6482	1.03648	0.511529
3.97748	1	7.26136	15.6925	0.922515	-5.66851
4.02167	1	8.04231	15.7297	0.805674	0.380418
4.06586	1	6.89559	15.7627	0.620572	-8.758
4.11006	1	8.0778	15.7846	0.438834	0.534572
4.15425	1	6.43774	15.8003	0.176373	-12.4133
4.19845	1	8.07504	15.8002	-0.0851989	0.57749
4.24264	1	5.9204	15.7915	-0.432993	-16.3184
4.28683	1	8.02261	15.7619	-0.782964	0.479001
4.33103	1	5.35953	15.721	-1.22068	-20.285
4.37522	1	7.89987	15.6539	-1.66578	0.140042
4.41942	1	4.76741	15.5725	-2.19642	-24.1511
4.46361	1	7.70766	15.4596	-2.73817	-0.367696
4.50781	1	4.15771	15.3293	-3.35943	-27.744
4.552	1	7.41931	15.1624	-3.99875	-1.19063
4.59619	1	3.55729	14.9749	-4.70533	-30.7886
4.64039	1	7.05987	14.7462	-5.43154	-2.07182
4.68458	1	2.95972	14.494	-6.21266	-33.2808
4.72878	1	6.60448	14.1967	-7.01791	-3.15583
4.77297	1	2.41291	13.8732	-7.85644	-34.7952
4.81716	1	6.07579	13.502	-8.7186	-4.22558
4.86136	1	1.9201	13.1024	-9.59159	-35.2761
4.90555	1	5.44462	12.6538	-10.4923	-5.48732
4.94975	1	1.4936	12.1752	-11.3784	-34.609
4.99394	1	4.74795	11.6477	-12.2898	-6.64155
5.03814	1	1.17788	11.0896	-13.1537	-32.4474
5.08233	1	3.94262	10.4846	-14.0484	-8.04454
5.12652	1	0.961704	9.84916	-14.8647	-28.9038
5.17072	1	3.11495	9.17037	-15.7035	-9.04981
5.21491	1	0.766067	8.46252	-16.448	-24.6474
5.25911	1	2.31409	7.71643	-17.1988	-9.32409
5.3033	1	0.587412	6.94391	-17.8417	-19.7734
5.3475	1	1.56059	6.13957	-18.4728	-8.78191
5.39169	1	0.369131	5.31272	-18.9941	-14.8135
5.43588	1	0.920299	4.46145	-19.476	-6.99655
5.48008	1	0.11533	3.59285	-19.8481	-9.83893
5.52427	1	0.334037	2.70788	-20.1659	-4.54366
5.56847	1	-0.206798	1.81189	-20.3816	-5.22019
5.61266	1	-0.00261063	0.907827	-20.497	0

0.0441942	1.11111	2.34909	3.64967	0.0395679	-0.370678
0.0883883	1.11111	3.35248	3.65328	0.17411	6.45938
0.132583	1.11111	5.51304	3.6716	0.752632	19.7212
0.176777	1.11111	2.65455	3.71651	1.10756	-3.65894
0.220971	1.11111	4.90276	3.76765	1.33724	14.0533
0.265165	1.11111	3.19994	3.83593	1.65	0.100351
0.309359	1.11111	5.34425	3.91424	2.01367	16.3577
0.353553	1.11111	2.31727	4.01136	2.20395	-7.74648
0.397748	1.11111	3.77729	4.10509	2.12576	4.20778
0.441942	1.11111	1.21594	4.19677	1.87898	-15.3758
0.486136	1.11111	6.01719	4.27703	2.03006	22.2128
0.53033	1.11111	3.64355	4.38195	2.57129	2.28059
0.574524	1.11111	4.27268	4.49925	2.76965	6.69646
0.618718	1.11111	3.54636	4.62615	2.92702	0.424991
0.662913	1.11111	5.37715	4.76036	3.24689	14.0504
0.707107	1.11111	6.50683	4.91996	4.02981	21.3808
0.751301	1.11111	3.39741	5.11058	4.4077	-4.27928
0.795495	1.11111	4.62077	5.30413	4.41782	4.73737
0.839689	1.11111	4.62935	5.50372	4.60835	3.88483
0.883883	1.11111	6.105	5.71457	5.01049	14.3143
0.928078	1.11111	5.0724	5.9469	5.43349	4.82812
0.972272	1.11111	3.54865	6.18755	5.36226	-8.05195
1.01647	1.11111	4.40292	6.41866	5.14034	-1.99004
1.06066	1.11111	5.47802	6.64631	5.21815	5.51168
1.10485	1.11111	5.47297	6.88189	5.43513	4.30888
1.14905	1.11111	5.8286	7.12685	5.66075	5.90004
1.19324	1.11111	4.85023	7.37988	5.72601	-2.94666
1.23744	1.11111	4.84039	7.62976	5.57329	-3.9635
1.28163	1.11111	5.69889	7.87405	5.52551	1.8011
1.32583	1.11111	4.99571	8.1179	5.46007	-4.76209
1.37002	1.11111	5.45155	8.3554	5.30863	-2.09236
1.41421	1.11111	5.51984	8.58781	5.20698	-2.50791
1.45841	1.11111	5.4412	8.81501	5.06227	-4.04004
1.5026	1.11111	6.1529	9.03629	4.98712	0.638715
1.5468	1.11111	5.65132	9.25575	4.90712	-4.2588
1.59099	1.11111	6.33622	9.4699	4.81822	0.23544
1.63518	1.11111	5.43406	9.68045	4.65231	-7.74425
1.67938	1.11111	6.55776	9.88114	4.48801	0.309828
1.72357	1.11111	5.70012	10.0773	4.33417	-7.27273
1.76777	1.11111	6.35013	10.2632	4.11004	-2.86886
1.81196	1.11111	5.68786	10.4401	3.85281	-8.77287
1.85616	1.11111	6.41651	10.6035	3.57875	-3.62829
1.90035	1.11111	6.06219	10.757	3.34358	-7.0153
1.94454	1.11111	6.59685	10.8991	3.11482	-3.33792
1.98874	1.11111	6.18852	11.0323	2.88484	-7.06847
2.03293	1.11111	6.56367	11.1537	2.62817	-4.54811
2.07713	1.11111	6.2939	11.2646	2.37131	-7.07463
2.12132	1.11111	6.65607	11.3633	2.1143	-4.55753
2.16551	1.11111	6.46859	11.4517	1.87346	-6.34283
2.20971	1.11111	6.73001	11.5289	1.63308	-4.53383
2.2539	1.11111	6.62579	11.5963	1.40971	-5.57598
2.2981	1.11111	6.81842	11.6536	1.19296	-4.23166
2.34229	1.11111	6.76464	11.702	0.993395	-4.80034
2.38649	1.11111	6.92672	11.7416	0.80708	-3.63023
2.43068	1.11111	6.89032	11.7736	0.638488	-4.00009
2.47487	1.11111	7.04958	11.7983	0.488257	-2.79923
2.51907	1.11111	6.99709	11.817	0.35458	-3.24948
2.56326	1.11111	7.15626	11.8299	0.2384	-2.00872
2.60746	1.11111	7.12759	11.8384	0.144515	-2.23948
2.65165	1.11111	7.24345	11.8429	0.06595	-1.31631
2.69584	1.11111	7.23025	11.8445	0.00580568	-1.40577
2.74004	1.11111	7.351	11.8437	-0.0348425	-0.433514
2.78423	1.11111	7.29509	11.8416	-0.0633027	-0.854569
2.82843	1.11111	7.46108	11.8384	-0.0717032	0.474455
2.87262	1.11111	7.34462	11.8354	-0.0707426	-0.430979
2.91682	1.11111	7.55666	11.8324	-0.05261	1.25146
2.96101	1.11111	7.40246	11.8309	-0.024264	0.0314571
3.0052	1.11111	7.65376	11.8305	0.0206774	2.00255
3.0494	1.11111	7.43551	11.8328	0.0704974	0.251746
3.09359	1.11111	7.76735	11.837	0.138575	2.8294
3.13779	1.11111	7.46838	11.8451	0.210093	0.406719
3.18198	1.11111	7.87491	11.8558	0.297235	3.53724
3.22617	1.11111	7.46409	11.8713	0.379648	0.192702
3.27037	1.11111	7.997	11.8896	0.478526	4.2814
3.31456	1.11111	7.49942	11.9136	0.577678	0.206157
3.35876	1.11111	8.09017	11.9408	0.686241	4.70616
3.40295	1.11111	7.56236	11.9743	0.797806	0.343175
3.44715	1.11111	8.13441	12.0113	0.908116	4.64824
3.49134	1.11111	7.63276	12.0546	1.02064	0.444656
3.53553	1.11111	8.19629	12.1015	1.13287	4.63442
3.57973	1.11111	7.68852	12.1547	1.24271	0.335754
3.62392	1.11111	8.21596	12.2112	1.34288	4.19786
3.66812	1.11111	7.76932	12.2734	1.44319	0.3413
3.71231	1.11111	8.19833	12.3385	1.52563	3.38956
3.7565	1.11111	7.8836	12.4083	1.61248	0.541596
3.8007	1.11111	8.12426	12.4806	1.6703	2.07453
3.84489	1.11111	7.9639	12.5559	1.72558	0.427209
3.88909	1.11111	8.01661	12.6326	1.74529	0.464626
3.93328	1.11111	8.07382	12.7102	1.76732	0.532619
3.97748	1.11111	7.79567	12.788	1.73413	-2.03445
4.02167	1.11111	8.17407	12.8635	1.70228	0.593127
4.06586	1.11111	7.51512	12.9375	1.60609	-4.94693
4.11006	1.11111	8.27118	13.0055	1.51254	0.713909
4.15425	1.11111	7.12422	13.07	1.33797	-8.61467
4.19845	1.11111	8.34901	13.1238	1.16603	0.834486
4.24264	1.11111	6.68146	13.1718	0.908162	-12.5053
4.28683	1.11111	8.35842	13.204	0.645995	0.639802
4.33103	1.11111	6.15393	13.2275	0.288894	-16.7982
4.37522	1.11111	8.3376	13.2295	-0.0708534	0.516385
4.41942	1.11111	5.56738	13.2198	-0.528076	-21.2052
4.46361	1.11111	8.23178	13.1827	-0.993988	0.11847
4.50781	1.11111	4.92343	13.1305	-1.55763	-25.6226
4.552	1.11111	8.06446	13.0449	-2.12988	-0.276943
4.59619	1.11111	4.28105	12.941	-2.78775	-29.4978
4.64039	1.11111	7.76527	12.7982	-3.4649	-1.14219
4.68458	1.11111	3.64616	12.6337	-4.21265	-32.7005
4.72878	1.11111	7.3634	12.4255	-4.98324	-2.16763
4.77297	1.11111	3.04326	12.1925	-5.80369	-34.9653
4.81716	1.11111	6.85707	11.9122	-6.64925	-3.30412
4.86136	1.11111	2.49102	11.6044	-7.51988	-36.0905
4.90555	1.11111	6.23145	11.2471	-8.41945	-4.62334
4.94975	1.11111	2.02283	10.8603	-9.31232	-35.7781
4.99394	1.11111	5.48136	10.4235	-10.2386	-6.14478
5.03814	1.11111	1.66	9.95593	-11.1225	-33.8506
5.08233	1.11111	4.62236	9.43987	-12.0417	-7.75065
5.12652	1.11111	1.38597	8.89279	-12.8859	-30.4583
5.17072	1.11111	3.7234	8.30049	-13.7564	-8.93081
5.21491	1.11111	1.13341	7.67826	-14.5322	-26.1816
5.25911	1.11111	2.83034	7.01583	-15.3183	-9.3859
5.3033	1.11111	0.898556	6.32593	-15.9925	-21.1289
5.3475	1.11111	1.97255	5.60238	-16.6578	-8.97637
5.39169	1.11111	0.625101	4.85527	-17.2063	-15.8498
5.43588	1.11111	1.21626	4.08223	-17.7178	-7.29656
5.48008	1.11111	0.312055	3.29094	-18.1107	-10.4828
5.52427	1.11111	0.52042	2.48224	-18.4486	-4.80935
5.56847	1.11111	-0.0860713	1.66188	-18.6771	-5.53232
5.61266	1.11111	0.0967381	0.832937	-18.7994	0

0.0441942	1.22222	1.67067	2.58221	-0.000972098	-2.21639
0.0883883	1.22222	2.88291	2.58278	0.0896127	6.31579
0.132583	1.22222	4.82926	2.59668	0.624764	17.9021
0.176777	1.22222	2.16648	2.63467	0.933745	-3.91918
0.220971	1.22222	4.24322	2.67743	1.12177	12.4281
0.265165	1.22222	2.87339	2.73542	1.41835	0.993516
0.309359	1.22222	4.61657	2.80332	1.75058	14.0415
0.353553	1.22222	2.02795	2.88766	1.91378	-6.65563
0.397748	1.22222	3.15571	2.96875	1.82398	2.59151
0.441942	1.22222	0.81969	3.04609	1.54482	-15.2248
0.486136	1.22222	5.34987	3.11104	1.65576	20.2455
0.53033	1.22222	3.21633	3.19812	2.15233	2.22687
0.574524	1.22222	3.63048	3.2963	2.31084	4.94651
0.618718	1.22222	3.09974	3.40172	2.42519	0.228535
0.662913	1.22222	4.75915	3.51312	2.70651	12.502
0.707107	1.22222	5.97868	3.64756	3.43686	20.55
0.751301	1.22222	2.81218	3.81101	3.76759	-5.58265
0.795495	1.22222	4.19237	3.97539	3.74671	4.63758
0.839689	1.22222	4.12026	4.145	3.91766	3.09904
0.883883	1.22222	5.59674	4.32455	4.2845	13.5022
0.928078	1.22222	4.62903	4.52415	4.68168	4.47167
0.972272	1.22222	3.13154	4.73127	4.59766	-8.2739
1.01647	1.22222	3.92599	4.9282	4.35442	-2.73299
1.06066	1.22222	5.14169	5.12074	4.42283	5.82924
1.10485	1.22222	5.00547	5.32113	4.62975	3.53579
1.14905	1.22222	5.49388	5.53006	4.84313	6.11921
1.19324	1.22222	4.43333	5.74694	4.90224	-3.44393
1.23744	1.22222	4.55078	5.96023	4.74833	-3.51995
1.28163	1.22222	5.31255	6.16823	4.70195	1.42041
1.32583	1.22222	4.73098	6.3756	4.6396	-4.24125
1.37002	1.22222	5.08787	6.57708	4.49271	-2.40715
1.41421	1.22222	5.28808	6.77345	4.39907	-1.83105
1.45841	1.22222	5.08651	6.96527	4.26179	-4.38041
1.5026	1.22222	5.89028	7.15107	4.18691	0.991508
1.5468	1.22222	5.32486	7.33533	4.11059	-4.44493
1.59099	1.22222	6.07161	7.51425	4.02366	0.510497
1.63518	1.22222	5.11528	7.68981	3.85993	-7.92093
1.67938	1.22222	6.30133	7.85546	3.69841	0.61225
1.72357	1.22222	5.40132	8.01691	3.55028	-7.31624
1.76777	1.22222	6.08639	8.16821	3.33035	-2.63526
1.81196	1.22222	5.43386	8.31091	3.08523	-8.45889
1.85616	1.22222	6.13732	8.44063	2.82101	-3.49684
1.90035	1.22222	5.82141	8.56088	2.59886	-6.55742
1.94454	1.22222	6.34162	8.67049	2.38844	-2.96572
1.98874	1.22222	5.93375	8.77196	2.17576	-6.65817
2.03293	1.22222	6.29327	8.8624	1.93545	-4.21792
2.07713	1.22222	6.06261	8.94312	1.70105	-6.38838
2.12132	1.22222	6.38259	9.01278	1.46818	-4.15133
2.16551	1.22222	6.21704	9.0731	1.25042	-5.70421
2.20971	1.22222	6.45662	9.12335	1.03586	-4.00415
2.2539	1.22222	6.36098	9.16492	0.838879	-4.91115
2.2981	1.22222	6.52948	9.1976	0.648879	-3.68614
2.34229	1.22222	6.49376	9.22256	0.478189	-4.0391
2.38649	1.22222	6.61069	9.24004	0.319311	-3.14998
2.43068	1.22222	6.61354	9.25108	0.180468	-3.13391
2.47487	1.22222	6.69457	9.25621	0.0565761	-2.47334
2.51907	1.22222	6.71871	9.25637	-0.0476316	-2.24194
2.56326	1.22222	6.77896	9.25225	-0.134903	-1.70787
2.60746	1.22222	6.80146	9.2447	-0.204894	-1.45918
2.65165	1.22222	6.86099	9.2344	-0.257224	-0.909198
2.69584	1.22222	6.8675	9.22219	-0.294384	-0.772653
2.74004	1.22222	6.94079	9.20864	-0.313839	-0.107652
2.78423	1.22222	6.91202	9.19462	-0.321742	-0.250046
2.82843	1.22222	7.0207	9.18046	-0.312075	0.687477
2.87262	1.22222	6.94135	9.16716	-0.293959	0.132461
2.91682	1.22222	7.10233	9.15473	-0.258675	1.46407
2.96101	1.22222	6.95682	9.14437	-0.218325	0.36215
3.0052	1.22222	7.19575	9.1357	-0.159947	2.27999
3.0494	1.22222	6.96576	9.13027	-0.0990462	0.475698
3.09359	1.22222	7.29843	9.12721	-0.0201575	3.09473
3.13779	1.22222	6.97903	9.12851	0.0601568	0.539402
3.18198	1.22222	7.40049	9.13276	0.156295	3.81173
3.22617	1.22222	6.99172	9.14231	0.251526	0.49835
3.27037	1.22222	7.51746	9.15523	0.362857	4.53923
3.31456	1.22222	7.01972	9.17437	0.473381	0.462986
3.35876	1.22222	7.65009	9.19731	0.60002	5.26728
3.40295	1.22222	7.05934	9.22738	0.724992	0.388844
3.44715	1.22222	7.7688	9.26155	0.860654	5.74969
3.49134	1.22222	7.12551	9.30345	0.996188	0.384494
3.53553	1.22222	7.87843	9.34968	1.13762	6.01661
3.57973	1.22222	7.20441	9.40399	1.27799	0.334982
3.62392	1.22222	7.97641	9.46265	1.41897	6.04543
3.66812	1.22222	7.31024	9.52942	1.56036	0.352692
3.71231	1.22222	8.05018	9.60047	1.69497	5.73933
3.7565	1.22222	7.43484	9.67923	1.83016	0.379566
3.8007	1.22222	8.0865	9.762	1.94916	5.00461
3.84489	1.22222	7.5778	9.85153	2.06918	0.427838
3.88909	1.22222	8.0564	9.94445	2.15896	3.63448
3.93328	1.22222	7.74234	10.0424	2.25147	0.552181
3.97748	1.22222	7.95354	10.1428	2.29934	1.61421
4.02167	1.22222	7.9217	10.2457	2.35139	0.741367
4.06586	1.22222	7.75343	10.3497	2.34126	-1.19984
4.11006	1.22222	8.09814	10.4527	2.33495	0.914153
4.15425	1.22222	7.48207	10.555	2.25492	-4.53612
4.19845	1.22222	8.23829	10.652	2.17412	0.880067
4.24264	1.22222	7.12314	10.7459	2.00706	-8.44109
4.28683	1.22222	8.3676	10.8294	1.84109	0.929467
4.33103	1.22222	6.63487	10.9071	1.57103	-13.1492
4.37522	1.22222	8.46872	10.9683	1.30325	1.02951
4.41942	1.22222	6.082	11.0207	0.92731	-18.0404
4.46361	1.22222	8.48122	11.0502	0.546698	0.814215
4.50781	1.22222	5.46213	11.0674	0.0560308	-23.0163
4.552	1.22222	8.39499	11.055	-0.445335	0.324991
4.59619	1.22222	4.84001	11.0266	-1.04455	-27.4449
4.64039	1.22222	8.18916	10.9624	-1.66184	-0.486598
4.68458	1.22222	4.18105	10.8784	-2.36823	-31.484
4.72878	1.22222	7.89069	10.7528	-3.09264	-1.29492
4.77297	1.22222	3.52696	10.604	-3.88794	-34.6998
4.81716	1.22222	7.44009	10.4088	-4.70929	-2.47359
4.86136	1.22222	2.95957	10.1872	-5.56748	-36.3586
4.90555	1.22222	6.82133	9.91618	-6.46088	-4.07611
4.94975	1.22222	2.46236	9.61606	-7.35829	-36.5303
4.99394	1.22222	6.07805	9.26526	-8.29163	-5.71212
5.03814	1.22222	2.04199	8.88361	-9.19434	-35.1344
5.08233	1.22222	5.20895	8.45204	-10.1337	-7.38142
5.12652	1.22222	1.71691	7.989	-11.0046	-32.034
5.17072	1.22222	4.26159	7.47889	-11.9057	-8.73798
5.21491	1.22222	1.42374	6.93805	-12.7125	-27.7779
5.25911	1.22222	3.29375	6.35501	-13.534	-9.3933
5.3033	1.22222	1.15041	5.74349	-14.2398	-22.5507
5.3475	1.22222	2.34139	5.09642	-14.9408	-9.17184
5.39169	1.22222	0.842259	4.42471	-15.5171	-16.9108
5.43588	1.22222	1.48023	3.72552	-16.0591	-7.61938
5.48008	1.22222	0.481397	3.00711	-16.4742	-11.1613
5.52427	1.22222	0.689886	2.2702	-16.8328	-5.07095
5.56847	1.22222	0.0173807	1.52097	-17.075	-5.88467
5.61266	1.22222	0.188883	0.762597	-17.205	0

0.0441942	1.33333	0.988906	1.80313	-0.0418228	-4.06782
0.0883883	1.33333	2.4089	1.80064	0.00450549	6.16441
0.132583	1.33333	4.14655	1.8101	0.49693	16.1199
0.176777	1.33333	1.6847	1.84122	0.762441	-4.10424
0.220971	1.33333	3.57948	1.87576	0.910471	10.8033
0.265165	1.33333	2.52551	1.92361	1.18851	1.77949
0.309359	1.33333	3.88617	1.98113	1.48825	11.7852
0.353553	1.33333	1.72099	2.05275	1.62482	-5.60467
0.397748	1.33333	2.5239	2.12124	1.52337	1.01355
0.441942	1.33333	0.406939	2.18432	1.21289	-15.0643
