#b 	 momk 	 non Elliptic 	 Smat 	 Smat Fderiv 	 Smat Sderiv 
1.63518	2.77778	0.82146	0.354268	-0.233471	-4.30543
1.67938	2.77778	1.40912	0.341397	-0.311505	0.774508
1.72357	2.77778	0.954256	0.327365	-0.346717	-2.36819
1.76777	2.77778	0.95807	0.309927	-0.437804	-1.75337
1.81196	2.77778	0.865727	0.288855	-0.516202	-1.79488
1.85616	2.77778	0.780401	0.264324	-0.592929	-1.67691
1.90035	2.77778	0.99313	0.237304	-0.611443	0.838993
1.94454	2.77778	0.751548	0.210745	-0.598707	-0.262599
1.98874	2.77778	0.838034	0.184506	-0.57771	1.21271
2.03293	2.77778	0.50821	0.15956	-0.564926	-0.634139
2.07713	2.77778	0.665352	0.134621	-0.548826	1.36266
2.12132	2.77778	0.403778	0.111255	-0.518743	-0.00115845
2.16551	2.77778	0.510328	0.0888231	-0.48536	1.51207
2.20971	2.77778	0.305501	0.0685167	-0.44096	0.496979
2.2539	2.77778	0.353157	0.0498188	-0.398437	1.42758
2.2981	2.77778	0.222963	0.0334241	-0.347439	0.880025
2.34229	2.77778	0.213075	0.0190417	-0.300969	1.22316
2.38649	2.77778	0.152964	0.00689345	-0.249636	1.0996
2.43068	2.77778	0.0996975	-0.00310749	-0.203974	0.967006
2.47487	2.77778	0.097038	-0.0111101	-0.156704	1.1724
2.51907	2.77778	0.017262	-0.0170424	-0.115147	0.708005
2.56326	2.77778	0.0558546	-0.0213029	-0.0745891	1.12761
2.60746	2.77778	-0.0361465	-0.0237151	-0.0394658	0.461682
2.65165	2.77778	0.0340391	-0.024821	-0.00634725	1.03724
2.69584	2.77778	-0.0624383	-0.0243449	0.0220985	0.250195
2.74004	2.77778	0.0403482	-0.0228775	0.0498709	1.00647
2.78423	2.77778	-0.0641675	-0.0199913	0.0739605	0.0838053
2.82843	2.77778	0.0758898	-0.01632	0.0994101	1.06776
2.87262	2.77778	-0.0445252	-0.0112473	0.121966	-0.0468763
2.91682	2.77778	0.139971	-0.00548842	0.147977	1.22383
2.96101	2.77778	-0.00312925	0.00180226	0.17196	-0.138408
3.0052	2.77778	0.224812	0.00976898	0.199989	1.40699
3.0494	2.77778	0.0620447	0.0194644	0.226988	-0.185305
3.09359	2.77778	0.314313	0.0298553	0.255543	1.47766
3.13779	2.77778	0.153958	0.0420562	0.284374	-0.17306
3.18198	2.77778	0.381582	0.0549076	0.30754	1.22152
3.22617	2.77778	0.262669	0.069239	0.33087	-0.16561
3.27037	2.77778	0.413471	0.0839412	0.339806	0.569956
3.31456	2.77778	0.387521	0.0992923	0.34996	-0.110416
3.35876	2.77778	0.389602	0.114507	0.335192	-0.557791
3.40295	2.77778	0.504998	0.128928	0.320962	-0.086272
3.44715	2.77778	0.282578	0.142329	0.269553	-2.23992
3.49134	2.77778	0.60025	0.15277	0.219211	-0.0385263
3.53553	2.77778	0.0907295	0.161036	0.123598	-4.28883
3.57973	2.77778	0.636966	0.163696	0.028131	-0.0309224
3.62392	2.77778	-0.176461	0.16284	-0.113691	-6.38783
3.66812	2.77778	0.592234	0.153656	-0.254794	0.00308653
3.71231	2.77778	-0.502022	0.139743	-0.435014	-8.15968
3.7565	2.77778	0.438925	0.115232	-0.613702	0.0724433
3.8007	2.77778	-0.846076	0.0851919	-0.813118	-9.09579
3.84489	2.77778	0.148776	0.0433719	-1.0119	0.099226
3.88909	2.77778	-1.15413	-0.00411452	-1.20146	-8.67672
3.93328	2.77778	-0.28125	-0.0628313	-1.39157	0.0723674
3.97748	2.77778	-1.3618	-0.126397	-1.53287	-6.46583
4.02167	2.77778	-0.834352	-0.198359	-1.67681	-0.0486444
4.06586	2.77778	-1.40721	-0.273222	-1.72766	-2.25315
4.11006	2.77778	-1.46218	-0.351141	-1.7835	-0.27331
4.15425	2.77778	-1.25678	-0.428919	-1.70721	3.72609
4.19845	2.77778	-2.08335	-0.502134	-1.63727	-0.561535
4.24264	2.77778	-0.897909	-0.571311	-1.40938	10.8756
4.28683	2.77778	-2.59244	-0.626788	-1.18779	-0.84669
4.33103	2.77778	-0.354464	-0.673918	-0.804572	18.187
4.37522	2.77778	-2.87467	-0.697978	-0.426098	-1.05758
4.41942	2.77778	0.307155	-0.709586	0.0876955	24.3062
4.46361	2.77778	-2.80607	-0.690211	0.602907	-0.988127
4.50781	2.77778	0.983678	-0.655179	1.19376	27.7236
4.552	2.77778	-2.29019	-0.584523	1.79667	-0.436487
4.59619	2.77778	1.55974	-0.496585	2.3863	27.1227
4.64039	2.77778	-1.29549	-0.373238	2.99995	0.644435
4.68458	2.77778	1.953	-0.233133	3.49739	21.8692
4.72878	2.77778	0.121408	-0.0636324	4.02647	2.07108
4.77297	2.77778	2.12355	0.119605	4.34104	12.1659
4.81716	2.77778	1.80963	0.320469	4.68551	3.42457
4.86136	2.77778	2.07876	0.529504	4.7412	-0.904744
4.90555	2.77778	3.56408	0.739836	4.81676	4.32449
4.94975	2.77778	1.88361	0.950542	4.57223	-15.389
4.99394	2.77778	5.10588	1.14392	4.32374	4.14241
5.03814	2.77778	1.64814	1.32837	3.78021	-28.7362
5.08233	2.77778	6.17349	1.47753	3.20077	2.51137
5.12652	2.77778	1.4706	1.60808	2.40583	-38.49
5.17072	2.77778	6.56587	1.68916	1.54214	-0.590753
5.21491	2.77778	1.41746	1.74302	0.585251	-42.7173
5.25911	2.77778	6.20935	1.73958	-0.459935	-4.57619
5.3033	2.77778	1.44759	1.70298	-1.46375	-40.8554
5.3475	2.77778	5.19588	1.60902	-2.54698	-8.15983
5.39169	2.77778	1.44048	1.4802	-3.47116	-33.6678
5.43588	2.77778	3.74204	1.3017	-4.43191	-9.81462
5.48008	2.77778	1.2404	1.09194	-5.15638	-22.9671
5.52427	2.77778	2.13907	0.846468	-5.84454	-8.17818
5.56847	2.77778	0.619638	0.578956	-6.28711	-11.8475
5.61266	2.77778	0.999188	0.293417	-6.54888	1.77636e-15

0.0441942	2.88889	1.70039	0.729252	-0.148738	-7.55307
0.0883883	2.88889	2.73236	0.718067	-0.294887	0.939127
0.132583	2.88889	3.91687	0.708255	-0.0970309	8.01471
0.176777	2.88889	2.72667	0.70844	0.0295191	-2.28768
0.220971	2.88889	2.83193	0.707907	-0.0446687	-1.06969
0.265165	2.88889	3.43591	0.70638	0.00931781	3.51285
0.309359	2.88889	2.64961	0.708167	0.0250469	-2.80103
0.353553	2.88889	3.22914	0.708052	0.00399401	1.84828
0.397748	2.88889	2.47649	0.708137	-0.0430605	-3.97769
0.441942	2.88889	1.50421	0.700172	-0.366668	-10.6672
0.486136	2.88889	3.12605	0.678046	-0.532919	3.14351
0.53033	2.88889	3.19928	0.657845	-0.374919	4.0068
0.574524	2.88889	2.23851	0.642854	-0.356328	-3.16546
0.618718	2.88889	2.28559	0.624383	-0.471256	-2.03562
0.662913	2.88889	2.86662	0.603262	-0.446221	3.16855
0.707107	2.88889	3.83594	0.589125	-0.137229	10.8149
0.751301	2.88889	0.837577	0.585964	-0.179094	-12.7094
0.795495	2.88889	2.24734	0.569556	-0.474788	-0.672173
0.839689	2.88889	2.19457	0.548014	-0.497897	-0.373633
0.883883	2.88889	2.35123	0.526265	-0.472327	1.5308
0.928078	2.88889	2.62574	0.50774	-0.346668	4.15578
0.972272	2.88889	1.15699	0.492879	-0.407296	-6.89952
1.01647	2.88889	1.75608	0.469979	-0.587304	-1.24596
1.06066	2.88889	2.61387	0.445241	-0.477293	6.22493
1.10485	2.88889	1.62652	0.42784	-0.364284	-1.11025
1.14905	2.88889	2.43992	0.412875	-0.262619	5.71047
1.19324	2.88889	1.32689	0.404061	-0.199305	-2.84494
1.23744	2.88889	1.51398	0.393093	-0.282951	-0.939939
1.28163	2.88889	1.84515	0.380649	-0.258137	2.06301
1.32583	2.88889	1.53259	0.370548	-0.214907	-0.106931
1.37002	2.88889	1.50228	0.360972	-0.217924	-0.0296197
1.41421	2.88889	1.78951	0.352133	-0.163565	2.4899
1.45841	2.88889	1.08096	0.345586	-0.172264	-2.88356
1.5026	2.88889	1.63631	0.336686	-0.195968	1.81073
1.5468	2.88889	1.28763	0.328974	-0.171519	-0.704453
1.59099	2.88889	1.38548	0.321045	-0.179685	0.334874
1.63518	2.88889	0.795272	0.312028	-0.26018	-3.97801
1.67938	2.88889	1.32404	0.298165	-0.332653	0.698731
1.72357	2.88889	0.917801	0.283269	-0.361403	-1.99994
1.76777	2.88889	0.872392	0.265432	-0.443652	-1.72174
1.81196	2.88889	0.819673	0.244251	-0.512604	-1.39898
1.85616	2.88889	0.694707	0.220177	-0.577856	-1.5536
1.90035	2.88889	0.927763	0.194007	-0.586607	1.15753
1.94454	2.88889	0.667644	0.168814	-0.56268	-0.0745992
1.98874	2.88889	0.758102	0.144362	-0.532629	1.43436
2.03293	2.88889	0.431593	0.121628	-0.509814	-0.401773
2.07713	2.88889	0.574784	0.0993071	-0.486485	1.45739
2.12132	2.88889	0.333424	0.0788273	-0.449577	0.213073
2.16551	2.88889	0.415011	0.0595803	-0.412208	1.4782
2.20971	2.88889	0.240643	0.0425335	-0.365275	0.645463
2.2539	2.88889	0.261075	0.0272337	-0.322394	1.29527
2.2981	2.88889	0.16109	0.0141267	-0.273452	0.919318
2.34229	2.88889	0.130705	0.0029768	-0.23036	1.03098
2.38649	2.88889	0.0909867	-0.00620705	-0.185403	1.0033
2.43068	2.88889	0.0308249	-0.0135014	-0.146566	0.754395
2.47487	2.88889	0.0319279	-0.0191823	-0.109204	0.936575
2.51907	2.88889	-0.0384071	-0.0232354	-0.0773869	0.503131
2.56326	2.88889	-0.0136478	-0.0260732	-0.0489974	0.781751
2.60746	2.88889	-0.0823046	-0.0276378	-0.0254765	0.282544
2.65165	2.88889	-0.0420358	-0.0283787	-0.00558858	0.617564
2.69584	2.88889	-0.10516	-0.0281889	0.0104173	0.106849
2.74004	2.88889	-0.0431184	-0.0274741	0.0253198	0.56747
2.78423	2.88889	-0.11027	-0.0259912	0.0374942	-0.0164654
2.82843	2.88889	-0.0126368	-0.024121	0.052312	0.686953
2.87262	2.88889	-0.100193	-0.0213946	0.0652893	-0.0996122
2.91682	2.88889	0.0513652	-0.0182527	0.0848739	0.98579
2.96101	2.88889	-0.0741888	-0.0139113	0.103203	-0.156229
3.0052	2.88889	0.144511	-0.00899749	0.130638	1.3979
3.0494	2.88889	-0.0271758	-0.00237384	0.1574	-0.186943
3.09359	2.88889	0.255156	0.00504062	0.192688	1.78407
3.13779	2.88889	0.0500768	0.0146649	0.228427	-0.166962
3.18198	2.88889	0.360241	0.0252742	0.267087	1.91669
3.22617	2.88889	0.155022	0.038276	0.306152	-0.148651
3.27037	2.88889	0.443514	0.0522496	0.339416	1.65383
3.31456	2.88889	0.291796	0.068296	0.373995	-0.0888128
3.35876	2.88889	0.480372	0.0850415	0.390545	0.837675
3.40295	2.88889	0.442947	0.102827	0.407835	-0.0551235
3.44715	2.88889	0.436947	0.120593	0.391384	-0.689266
3.49134	2.88889	0.593302	0.137436	0.375909	-0.0111295
3.53553	2.88889	0.302895	0.153126	0.313601	-2.8089
3.57973	2.88889	0.705222	0.165153	0.251188	-0.0152134
3.62392	2.88889	0.0751784	0.174528	0.134417	-5.26973
3.66812	2.88889	0.750903	0.177042	0.0182605	0.0137741
3.71231	2.88889	-0.239345	0.175351	-0.151625	-7.70264
3.7565	2.88889	0.68935	0.163658	-0.320382	0.0648291
3.8007	2.88889	-0.611947	0.14642	-0.530668	-9.58001
3.84489	2.88889	0.482953	0.116769	-0.73996	0.107629
3.88909	2.88889	-0.990534	0.0807889	-0.964546	-10.2699
3.93328	2.88889	0.110221	0.0315199	-1.1888	0.120295
3.97748	2.88889	-1.30594	-0.0239304	-1.38865	-9.16328
4.02167	2.88889	-0.429171	-0.0912423	-1.58995	0.0526624
4.06586	2.88889	-1.48482	-0.163371	-1.71798	-5.84738
4.11006	2.88889	-1.10148	-0.243156	-1.85008	-0.129606
4.15425	2.88889	-1.47319	-0.325103	-1.86026	-0.331197
4.19845	2.88889	-1.83236	-0.407676	-1.87667	-0.411398
4.24264	2.88889	-1.23778	-0.488613	-1.73228	6.94639
4.28683	2.88889	-2.51237	-0.560882	-1.59517	-0.741032
4.33103	2.88889	-0.781427	-0.626969	-1.27883	15.0553
4.37522	2.88889	-3.01386	-0.67403	-0.969905	-1.07384
4.41942	2.88889	-0.15654	-0.710245	-0.49449	22.5858
4.46361	2.88889	-3.18519	-0.71778	-0.021594	-1.18295
4.50781	2.88889	0.535406	-0.710447	0.567046	27.8183
4.552	2.88889	-2.89477	-0.667551	1.16342	-0.827115
4.59619	2.88889	1.17002	-0.607201	1.78853	29.119
4.64039	2.88889	-2.07084	-0.509146	2.43474	0.121297
4.68458	2.88889	1.6432	-0.39319	2.99995	25.4596
4.72878	2.88889	-0.736461	-0.243507	3.59693	1.55341
4.77297	2.88889	1.8936	-0.0781056	4.00069	16.7204
4.81716	2.88889	0.974249	0.110571	4.43818	3.07987
4.86136	2.88889	1.91165	0.309982	4.59026	3.80152
4.90555	2.88889	2.85055	0.516695	4.76896	4.28622
4.94975	2.88889	1.75545	0.726586	4.61336	-11.327
4.99394	2.88889	4.58659	0.924528	4.46158	4.45763
5.03814	2.88889	1.53949	1.1162	3.98774	-25.898
5.08233	2.88889	5.88073	1.27658	3.48471	3.13103
5.12652	2.88889	1.36969	1.42052	2.7333	-37.1394
5.17072	2.88889	6.48261	1.5172	1.91618	0.165831
5.21491	2.88889	1.33133	1.58809	0.976603	-42.6903
5.25911	2.88889	6.2766	1.60218	-0.0534156	-3.91689
5.3033	2.88889	1.39373	1.58371	-1.06053	-41.6641
5.3475	2.88889	5.3323	1.50716	-2.15387	-7.80816
5.39169	2.88889	1.4273	1.39559	-3.09408	-34.7452
5.43588	2.88889	3.87846	1.23306	-4.07808	-9.7896
5.48008	2.88889	1.26018	1.03867	-4.82138	-23.8438
5.52427	2.88889	2.23183	0.807382	-5.53224	-8.32932
5.56847	2.88889	0.644032	0.553423	-5.98847	-12.3143
5.61266	2.88889	1.04585	0.280777	-6.26055	0

0.0441942	3	1.90714	0.680857	-0.12757	-6.56614
0.0883883	3	2.79393	0.6712	-0.255309	0.785309
0.132583	3	3.95986	0.662993	-0.0638388	7.87953
0.176777	3	2.81098	0.66462	0.0640086	-2.09379
0.220971	3	2.86174	0.665657	-0.0113565	-1.31686
0.265165	3	3.46634	0.66537	0.0323293	3.29385
0.309359	3	2.6943	0.667997	0.0408846	-2.90668
0.353553	3	3.28751	0.668511	0.0173515	1.8417
0.397748	3	2.576	0.669274	-0.0236068	-3.69522
0.441942	3	1.60154	0.662426	-0.335993	-10.4418
0.486136	3	3.1301	0.641645	-0.507949	2.6599
0.53033	3	3.25073	0.622214	-0.361903	3.94944
0.574524	3	2.39679	0.608012	-0.327533	-2.39404
0.618718	3	2.36554	0.591351	-0.423023	-1.92738
0.662913	3	2.92224	0.572399	-0.397843	3.06689
0.707107	3	3.84296	0.560173	-0.102014	10.3208
0.751301	3	0.932353	0.558303	-0.150971	-12.5364
0.795495	3	2.27619	0.543139	-0.450411	-1.01474
0.839689	3	2.27542	0.522484	-0.478869	-0.273143
0.883883	3	2.36953	0.501525	-0.458976	1.17341
0.928078	3	2.69273	0.48338	-0.339678	4.22529
0.972272	3	1.23329	0.468926	-0.395184	-6.7372
1.01647	3	1.86299	0.446805	-0.56224	-0.822266
1.06066	3	2.60461	0.423297	-0.453278	5.75381
1.10485	3	1.62769	0.406537	-0.358388	-1.45919
1.14905	3	2.42893	0.391479	-0.273011	5.32241
1.19324	3	1.35714	0.381951	-0.218419	-2.85163
1.23744	3	1.50007	0.37004	-0.308579	-1.22801
1.28163	3	1.84624	0.356249	-0.291961	1.98013
1.32583	3	1.52731	0.344583	-0.251649	-0.156042
1.37002	3	1.51313	0.333403	-0.25225	0.128822
1.41421	3	1.75483	0.323109	-0.197192	2.36306
1.45841	3	1.07321	0.315044	-0.205238	-2.72713
1.5026	3	1.58293	0.304746	-0.228386	1.67948
1.5468	3	1.28287	0.29562	-0.199757	-0.384044
1.59099	3	1.31474	0.286605	-0.204017	0.191204
1.63518	3	0.776011	0.276524	-0.280575	-3.65614
1.67938	3	1.24841	0.261948	-0.34737	0.633758
1.72357	3	0.887936	0.246474	-0.369772	-1.64766
1.76777	3	0.798113	0.228512	-0.443183	-1.67408
1.81196	3	0.779762	0.207501	-0.503054	-1.03565
1.85616	3	0.622371	0.184131	-0.557202	-1.41448
1.90035	3	0.868429	0.159051	-0.55699	1.4241
1.94454	3	0.599445	0.135406	-0.522713	0.127226
1.98874	3	0.685819	0.112904	-0.48467	1.59418
2.03293	3	0.372927	0.0924715	-0.453018	-0.161617
2.07713	3	0.49457	0.0728271	-0.423723	1.48719
2.12132	3	0.28379	0.0552117	-0.3813	0.432844
2.16551	3	0.333881	0.039095	-0.341105	1.38631
2.20971	3	0.198951	0.0251804	-0.292857	0.796894
2.2539	3	0.188002	0.0131233	-0.250435	1.12308
2.2981	3	0.124997	0.00309942	-0.204305	0.964259
2.34229	3	0.0722338	-0.00503364	-0.164839	0.821922
2.38649	3	0.0576142	-0.0114843	-0.126314	0.921267
2.43068	3	-0.00950755	-0.0162875	-0.0938095	0.549875
2.47487	3	-0.00248515	-0.0198403	-0.0657254	0.721186
2.51907	3	-0.0618273	-0.0221693	-0.0425644	0.326823
2.56326	3	-0.0517131	-0.0236896	-0.0253035	0.454387
2.60746	3	-0.0936086	-0.0244645	-0.0120299	0.146232
2.65165	3	-0.0875912	-0.0248345	-0.00429003	0.204067
2.69584	3	-0.112073	-0.0248877	0.000459516	0.0108929
2.74004	3	-0.100427	-0.0248278	0.00290585	0.0998008
2.78423	3	-0.121758	-0.0246588	0.00345639	-0.0748836
2.82843	3	-0.0834446	-0.0244831	0.00666748	0.220182
2.87262	3	-0.124618	-0.0240842	0.0088809	-0.120005
2.91682	3	-0.0320971	-0.0235781	0.019241	0.588787
2.96101	3	-0.120057	-0.0223939	0.0289026	-0.151513
3.0052	3	0.0534635	-0.0208393	0.0510823	1.15535
3.0494	3	-0.10035	-0.0178852	0.0728068	-0.172338
3.09359	3	0.168112	-0.0141932	0.108839	1.80313
3.13779	3	-0.0511525	-0.00825807	0.145309	-0.152903
3.18198	3	0.295927	-0.00118184	0.193156	2.31839
3.22617	3	0.0336095	0.00882143	0.241573	-0.127081
3.27037	3	0.419502	0.0202283	0.293885	2.49417
3.31456	3	0.163582	0.0348169	0.347521	-0.0666635
3.35876	3	0.512865	0.0508187	0.392526	2.10308
3.40295	3	0.330378	0.0695258	0.43848	-0.0232238
3.44715	3	0.539042	0.0891886	0.458132	0.912414
3.49134	3	0.521257	0.110033	0.478676	0.0173893
3.53553	3	0.478683	0.130852	0.455639	-1.06001
3.57973	3	0.701003	0.150302	0.432285	0.0032659
3.62392	3	0.315473	0.168215	0.351448	-3.66185
3.66812	3	0.838887	0.181371	0.270971	0.020359
3.71231	3	0.0431912	0.191218	0.126107	-6.57679
3.7565	3	0.883146	0.192525	-0.0181692	0.0469804
3.8007	3	-0.323758	0.188727	-0.222483	-9.29193
3.84489	3	0.785795	0.172877	-0.425765	0.0915513
3.88909	3	-0.740446	0.150506	-0.668887	-11.0926
3.93328	3	0.50671	0.113772	-0.910958	0.136636
3.97748	3	-1.13989	0.0699409	-1.15607	-11.2275
4.02167	3	0.0246459	0.0115872	-1.40135	0.125908
4.06586	3	-1.44016	-0.0532061	-1.5988	-9.06236
4.11006	3	-0.646822	-0.129774	-1.79903	0.00247443
4.15425	3	-1.56925	-0.210687	-1.89507	-4.34938
4.19845	3	-1.44652	-0.29736	-1.99652	-0.240749
4.24264	3	-1.4712	-0.384865	-1.94225	2.69683
4.28683	3	-2.2691	-0.469128	-1.89559	-0.585263
4.33103	3	-1.12488	-0.549619	-1.65907	11.2877
4.37522	3	-2.97734	-0.615914	-1.43194	-1.00796
4.41942	3	-0.563712	-0.673344	-1.01181	20.0184
4.46361	3	-3.39629	-0.705444	-0.597917	-1.28609
4.50781	3	0.1193	-0.723915	-0.0294313	27.0094
4.552	3	-3.35795	-0.708007	0.542062	-1.14414
4.59619	3	0.795099	-0.674931	1.18664	30.3172
4.64039	3	-2.74591	-0.602861	1.84834	-0.376137
4.68458	3	1.33891	-0.512158	2.46934	28.4822
4.72878	3	-1.541	-0.384139	3.12094	1.00179
4.77297	3	1.66653	-0.238739	3.60701	20.9973
4.81716	3	0.148842	-0.064815	4.12952	2.6513
4.86136	3	1.74849	0.122206	4.3761	8.50596
4.90555	3	2.1145	0.322469	4.65545	4.13751
4.94975	3	1.63213	0.528632	4.59062	-7.07139
4.99394	3	4.02914	0.728412	4.53781	4.68132
5.03814	3	1.43372	0.924612	4.13767	-22.7871
5.08233	3	5.54559	1.09382	3.71545	3.67764
5.12652	3	1.27408	1.24885	3.01263	-35.4865
5.17072	3	6.3615	1.35918	2.24745	0.863228
5.21491	3	1.24891	1.44525	1.32919	-42.4229
5.25911	3	6.32041	1.47531	0.319428	-3.26795
5.3033	3	1.33626	1.47351	-0.68885	-42.3658
5.3475	3	5.46156	1.41306	-1.78896	-7.41287
5.39169	3	1.40891	1.31753	-2.7437	-35.7979
5.43588	3	4.01499	1.16982	-3.74948	-9.72265
5.48008	3	1.27488	0.989706	-4.51111	-24.7402
5.52427	3	2.32671	0.771505	-5.24453	-8.45388
5.56847	3	0.667172	0.530028	-5.71395	-12.7871
5.61266	3	1.09211	0.269205	-5.99649	-1.77636e-15

0.0441942	3.11111	2.08322	0.631445	-0.10587	-5.60308
0.0883883	3.11111	2.84552	0.623361	-0.213209	0.745449
0.132583	3.11111	3.97253	0.616925	-0.0269387	7.6841
0.176777	3.11111	2.87208	0.620118	0.100831	-1.90189
0.220971	3.11111	2.87379	0.622836	0.0248694	-1.53573
0.265165	3.11111	3.48033	0.623944	0.0594101	3.09887
0.309359	3.11111	2.72335	0.627612	0.0616972	-2.99536
0.353553	3.11111	3.32288	0.62897	0.0349785	1.78621
0.397748	3.11111	2.64909	0.630543	-0.00265089	-3.48909
0.441942	3.11111	1.67626	0.624814	-0.306499	-10.2616
0.486136	3.11111	3.12083	0.605305	-0.484573	2.20282
0.53033	3.11111	3.2755	0.586566	-0.351581	3.81574
0.574524	3.11111	2.54412	0.573001	-0.301982	-1.57114
0.618718	3.11111	2.4344	0.558054	-0.375959	-1.77672
0.662913	3.11111	2.96638	0.541256	-0.349085	2.99287
0.707107	3.11111	3.83811	0.53098	-0.0655238	9.8397
0.751301	3.11111	1.01979	0.530478	-0.120457	-12.3257
0.795495	3.11111	2.30033	0.516703	-0.421806	-1.3118
0.839689	3.11111	2.34308	0.497141	-0.45532	-0.204877
0.883883	3.11111	2.39432	0.477187	-0.439361	0.927076
0.928078	3.11111	2.75213	0.459766	-0.324318	4.27908
0.972272	3.11111	1.30789	0.446084	-0.374687	-6.55853
1.01647	3.11111	1.96535	0.425116	-0.528921	-0.42069
1.06066	3.11111	2.59636	0.40319	-0.42139	5.28743
1.10485	3.11111	1.628	0.387414	-0.345057	-1.83267
1.14905	3.11111	2.42271	0.372579	-0.276284	4.94458
1.19324	3.11111	1.38852	0.36265	-0.230749	-2.88371
1.23744	3.11111	1.48968	0.350076	-0.328211	-1.52632
1.28163	3.11111	1.84854	0.335187	-0.320649	1.86857
1.32583	3.11111	1.52807	0.322168	-0.283641	-0.194
1.37002	3.11111	1.52641	0.309596	-0.281929	0.271484
1.41421	3.11111	1.72513	0.298044	-0.226391	2.2421
1.45841	3.11111	1.06933	0.28866	-0.233691	-2.57243
1.5026	3.11111	1.53648	0.27717	-0.25582	1.5709
1.5468	3.11111	1.28147	0.266863	-0.222646	-0.0698226
1.59099	3.11111	1.2503	0.256999	-0.222818	0.0620586
1.63518	3.11111	0.760072	0.246104	-0.295382	-3.34624
1.67938	3.11111	1.17961	0.231058	-0.356506	0.580472
1.72357	3.11111	0.861199	0.215253	-0.372795	-1.3177
1.76777	3.11111	0.732196	0.197392	-0.437575	-1.61352
1.81196	3.11111	0.742616	0.176774	-0.488928	-0.710699
1.85616	3.11111	0.559729	0.154288	-0.532636	-1.26702
1.90035	3.11111	0.812127	0.130459	-0.524452	1.63742
1.94454	3.11111	0.542005	0.108456	-0.481029	0.327887
1.98874	3.11111	0.618052	0.0879596	-0.436347	1.6939
2.03293	3.11111	0.326547	0.0698032	-0.397346	0.0712599
2.07713	3.11111	0.421027	0.0527612	-0.36358	1.45663
2.12132	3.11111	0.247973	0.0378517	-0.317211	0.641982
2.16551	3.11111	0.262502	0.0246573	-0.275513	1.24523
2.20971	3.11111	0.172777	0.0135968	-0.227206	0.940601
2.2539	3.11111	0.128177	0.00446875	-0.186061	0.921581
2.2981	3.11111	0.106696	-0.0028248	-0.143282	1.01415
2.34229	3.11111	0.0304801	-0.00829847	-0.107444	0.607817
2.38649	3.11111	0.0450594	-0.0123697	-0.0748718	0.866054
2.43068	3.11111	-0.0298812	-0.014996	-0.0476878	0.364272
2.47487	3.11111	-0.0127348	-0.0166851	-0.0273438	0.55648
2.51907	3.11111	-0.0624828	-0.0174703	-0.0109048	0.187365
2.56326	3.11111	-0.0629169	-0.0177677	-0.00252035	0.192107
2.60746	3.11111	-0.0795063	-0.0177352	0.00300103	0.0577297
2.65165	3.11111	-0.104396	-0.0176115	0.00112023	-0.142853
2.69584	3.11111	-0.0913601	-0.0176668	-0.00283835	-0.0363085
2.74004	3.11111	-0.12973	-0.0179222	-0.0108557	-0.326468
2.78423	3.11111	-0.104242	-0.018645	-0.0201452	-0.0939641
2.82843	3.11111	-0.13094	-0.0196819	-0.0280109	-0.26195
2.87262	3.11111	-0.11979	-0.0211277	-0.0363439	-0.115194
2.91682	3.11111	-0.10174	-0.0227794	-0.0368728	0.0912615
2.96101	3.11111	-0.137994	-0.0243925	-0.037782	-0.132414
3.0052	3.11111	-0.0377777	-0.0259161	-0.0249454	0.713389
3.0494	3.11111	-0.14986	-0.0266027	-0.0124769	-0.149206
3.09359	3.11111	0.0635001	-0.0267528	0.0180605	1.5313
3.13779	3.11111	-0.137882	-0.0250017	0.0488902	-0.13629
3.18198	3.11111	0.195586	-0.0221582	0.0982723	2.37128
3.22617	3.11111	-0.0874671	-0.0163063	0.14834	-0.105277
3.27037	3.11111	0.342641	-0.00884693	0.211939	2.9831
3.31456	3.11111	0.0166299	0.00244517	0.276815	-0.0468782
3.35876	3.11111	0.48066	0.0156549	0.343994	3.08663
3.40295	3.11111	0.177594	0.0328679	0.412381	0.00852878
3.44715	3.11111	0.573546	0.0518773	0.46528	2.38508
3.49134	3.11111	0.387738	0.074006	0.51903	0.0475781
3.53553	3.11111	0.593773	0.0972242	0.537142	0.772182
3.57973	3.11111	0.619289	0.121479	0.554904	0.0315116
3.62392	3.11111	0.512747	0.145459	0.517466	-1.7259
3.66812	3.11111	0.840372	0.167217	0.479997	0.0304729
3.71231	3.11111	0.310254	0.186858	0.372733	-4.88514
3.7565	3.11111	0.99302	0.200156	0.265254	0.0207105
3.8007	3.11111	-0.0168335	0.209206	0.083288	-8.25446
3.84489	3.11111	1.02159	0.207532	-0.0978395	0.0567838
3.88909	3.11111	-0.436996	0.199633	-0.341707	-11.0915
3.93328	3.11111	0.866684	0.177354	-0.58401	0.125094
3.97748	3.11111	-0.890153	0.147544	-0.858047	-12.525
4.02167	3.11111	0.483167	0.101528	-1.13113	0.165428
4.06586	3.11111	-1.2916	0.0478401	-1.38619	-11.7093
4.11006	3.11111	-0.1393	-0.0210179	-1.64246	0.113479
4.15425	3.11111	-1.55421	-0.096164	-1.81916	-8.1106
4.19845	3.11111	-0.960925	-0.181875	-1.99993	-0.0693279
4.24264	3.11111	-1.60015	-0.27084	-2.03832	-1.66798
4.28683	3.11111	-1.88704	-0.362127	-2.08386	-0.393269
