#b 	 momk 	 DP 	 WW 
2.16551	0.333333	24.7837	0
2.20971	0.333333	25.4305	0
2.2539	0.333333	26.0624	0
2.2981	0.333333	26.678	0
2.34229	0.333333	27.2719	0
2.38649	0.333333	27.8466	0
2.43068	0.333333	28.4002	0
2.47487	0.333333	28.9242	0
2.51907	0.333333	29.4199	0
2.56326	0.333333	29.8904	0
2.60746	0.333333	30.3386	0
2.65165	0.333333	30.7604	0
2.69584	0.333333	31.1551	0
2.74004	0.333333	31.5255	0
2.78423	0.333333	31.8714	0
2.82843	0.333333	32.1942	0
2.87262	0.333333	32.4932	0
2.91682	0.333333	32.7686	0
2.96101	0.333333	33.0198	0
3.0052	0.333333	33.2492	0
3.0494	0.333333	33.4551	0
3.09359	0.333333	33.6408	0
3.13779	0.333333	33.8041	0
3.18198	0.333333	33.9479	0
3.22617	0.333333	34.07	0
3.27037	0.333333	34.1734	0
3.31456	0.333333	34.2545	0
3.35876	0.333333	34.3183	0
3.40295	0.333333	34.3595	0
3.44715	0.333333	34.3839	0
3.49134	0.333333	34.3848	0
3.53553	0.333333	34.3698	0
3.57973	0.333333	34.3302	0
3.62392	0.333333	34.2744	0
3.66812	0.333333	34.1924	0
3.71231	0.333333	34.094	0
3.7565	0.333333	33.9682	0
3.8007	0.333333	33.8256	0
3.84489	0.333333	33.654	0
3.88909	0.333333	33.4647	0
3.93328	0.333333	33.2444	0
3.97748	0.333333	33.0056	0
4.02167	0.333333	32.7333	0
4.06586	0.333333	32.4413	0
4.11006	0.333333	32.1132	0
4.15425	0.333333	31.764	0
4.19845	0.333333	31.3764	0
4.24264	0.333333	30.9667	0
4.28683	0.333333	30.5161	0
4.33103	0.333333	30.0417	0
4.37522	0.333333	29.5243	0
4.41942	0.333333	28.9815	0
4.46361	0.333333	28.3939	0
4.50781	0.333333	27.7796	0
4.552	0.333333	27.1191	0
4.59619	0.333333	26.4308	0
4.64039	0.333333	25.6956	0
4.68458	0.333333	24.9316	0
4.72878	0.333333	24.1209	0
4.77297	0.333333	23.2806	0
4.81716	0.333333	22.3944	0
4.86136	0.333333	21.4786	0
4.90555	0.333333	20.5186	0
4.94975	0.333333	19.5294	0
4.99394	0.333333	18.4986	0
5.03814	0.333333	17.4394	0
5.08233	0.333333	16.3421	0
5.12652	0.333333	15.2182	0
5.17072	0.333333	14.0603	0
5.21491	0.333333	12.8781	0
5.25911	0.333333	11.6667	0
5.3033	0.333333	10.4341	0
5.3475	0.333333	9.17773	0
5.39169	0.333333	7.90383	0
5.43588	0.333333	6.61199	0
5.48008	0.333333	5.30698	0
5.52427	0.333333	3.99004	0
5.56847	0.333333	2.66488	0
5.61266	0.333333	1.33383	0

0	0.444444	3.66331	0
0.0441942	0.444444	3.68717	0
0.0883883	0.444444	3.76657	0
0.132583	0.444444	3.74786	0
0.176777	0.444444	3.81773	0
0.220971	0.444444	3.88167	0
0.265165	0.444444	3.93414	0
0.309359	0.444444	4.01665	0
0.353553	0.444444	4.08588	0
0.397748	0.444444	4.2105	0
0.441942	0.444444	4.35262	0
0.486136	0.444444	4.51354	0
0.53033	0.444444	4.63447	0
0.574524	0.444444	4.84352	0
0.618718	0.444444	5.05741	0
0.662913	0.444444	5.24849	0
0.707107	0.444444	5.44269	0
0.751301	0.444444	5.72242	0
0.795495	0.444444	5.97027	0
0.839689	0.444444	6.26239	0
0.883883	0.444444	6.58605	0
0.928078	0.444444	6.95047	0
0.972272	0.444444	7.32875	0
1.01647	0.444444	7.74648	0
1.06066	0.444444	8.1888	0
1.10485	0.444444	8.61722	0
1.14905	0.444444	9.04003	0
1.19324	0.444444	9.51224	0
1.23744	0.444444	10.0138	0
1.28163	0.444444	10.5372	0
1.32583	0.444444	11.0743	0
1.37002	0.444444	11.6139	0
1.41421	0.444444	12.2049	0
1.45841	0.444444	12.8009	0
1.5026	0.444444	13.4043	0
1.5468	0.444444	14.0097	0
1.59099	0.444444	14.6338	0
1.63518	0.444444	15.2544	0
1.67938	0.444444	15.8926	0
1.72357	0.444444	16.54	0
1.76777	0.444444	17.1815	0
1.81196	0.444444	17.8105	0
1.85616	0.444444	18.4447	0
1.90035	0.444444	19.091	0
1.94454	0.444444	19.7276	0
1.98874	0.444444	20.3656	0
2.03293	0.444444	20.9911	0
2.07713	0.444444	21.6321	0
2.12132	0.444444	22.2732	0
2.16551	0.444444	22.8987	0
2.20971	0.444444	23.502	0
2.2539	0.444444	24.0913	0
2.2981	0.444444	24.6648	0
2.34229	0.444444	25.2176	0
2.38649	0.444444	25.7516	0
2.43068	0.444444	26.2658	0
2.47487	0.444444	26.751	0
2.51907	0.444444	27.2091	0
2.56326	0.444444	27.6432	0
2.60746	0.444444	28.0564	0
2.65165	0.444444	28.4443	0
2.69584	0.444444	28.8068	0
2.74004	0.444444	29.1465	0
2.78423	0.444444	29.4636	0
2.82843	0.444444	29.7591	0
2.87262	0.444444	30.0329	0
2.91682	0.444444	30.2849	0
2.96101	0.444444	30.515	0
3.0052	0.444444	30.7251	0
3.0494	0.444444	30.9144	0
3.09359	0.444444	31.0854	0
3.13779	0.444444	31.2367	0
3.18198	0.444444	31.3708	0
3.22617	0.444444	31.4861	0
3.27037	0.444444	31.5852	0
3.31456	0.444444	31.6651	0
3.35876	0.444444	31.73	0
3.40295	0.444444	31.7758	0
3.44715	0.444444	31.8073	0
3.49134	0.444444	31.819	0
3.53553	0.444444	31.817	0
3.57973	0.444444	31.7942	0
3.62392	0.444444	31.7575	0
3.66812	0.444444	31.6985	0
3.71231	0.444444	31.6255	0
3.7565	0.444444	31.5287	0
3.8007	0.444444	31.4174	0
3.84489	0.444444	31.2806	0
3.88909	0.444444	31.1284	0
3.93328	0.444444	30.9484	0
3.97748	0.444444	30.752	0
4.02167	0.444444	30.5252	0
4.06586	0.444444	30.2806	0
4.11006	0.444444	30.0027	0
4.15425	0.444444	29.7055	0
4.19845	0.444444	29.3723	0
4.24264	0.444444	29.0184	0
4.28683	0.444444	28.6257	0
4.33103	0.444444	28.2105	0
4.37522	0.444444	27.7538	0
4.41942	0.444444	27.2728	0
4.46361	0.444444	26.7481	0
4.50781	0.444444	26.1977	0
4.552	0.444444	25.6017	0
4.59619	0.444444	24.9785	0
4.64039	0.444444	24.3087	0
4.68458	0.444444	23.6105	0
4.72878	0.444444	22.8653	0
4.77297	0.444444	22.0909	0
4.81716	0.444444	21.27	0
4.86136	0.444444	20.4195	0
4.90555	0.444444	19.524	0
4.94975	0.444444	18.5991	0
4.99394	0.444444	17.6316	0
5.03814	0.444444	16.6354	0
5.08233	0.444444	15.6	0
5.12652	0.444444	14.5374	0
5.17072	0.444444	13.4398	0
5.21491	0.444444	12.3173	0
5.25911	0.444444	11.1646	0
5.3033	0.444444	9.9901	0
5.3475	0.444444	8.79096	0
5.39169	0.444444	7.57371	0
5.43588	0.444444	6.33784	0
5.48008	0.444444	5.08833	0
5.52427	0.444444	3.82642	0
5.56847	0.444444	2.55599	0
5.61266	0.444444	1.27944	0

0	0.555556	2.85498	0
0.0441942	0.555556	2.87831	0
0.0883883	0.555556	2.95297	0
0.132583	0.555556	2.93413	0
0.176777	0.555556	2.99913	0
0.220971	0.555556	3.05958	0
0.265165	0.555556	3.10845	0
0.309359	0.555556	3.18632	0
0.353553	0.555556	3.25071	0
0.397748	0.555556	3.36955	0
0.441942	0.555556	3.50218	0
0.486136	0.555556	3.65486	0
0.53033	0.555556	3.76696	0
0.574524	0.555556	3.96404	0
0.618718	0.555556	4.16546	0
0.662913	0.555556	4.34479	0
0.707107	0.555556	4.52567	0
0.751301	0.555556	4.78919	0
0.795495	0.555556	5.02109	0
0.839689	0.555556	5.29531	0
0.883883	0.555556	5.59967	0
0.928078	0.555556	5.94246	0
0.972272	0.555556	6.29669	0
1.01647	0.555556	6.68708	0
1.06066	0.555556	7.10204	0
1.10485	0.555556	7.50286	0
1.14905	0.555556	7.89787	0
1.19324	0.555556	8.3388	0
1.23744	0.555556	8.80599	0
1.28163	0.555556	9.29317	0
1.32583	0.555556	9.7924	0
1.37002	0.555556	10.2929	0
1.41421	0.555556	10.8426	0
1.45841	0.555556	11.3965	0
1.5026	0.555556	11.9568	0
1.5468	0.555556	12.518	0
1.59099	0.555556	13.0953	0
1.63518	0.555556	13.6689	0
1.67938	0.555556	14.258	0
1.72357	0.555556	14.8553	0
1.76777	0.555556	15.4462	0
1.81196	0.555556	16.0248	0
1.85616	0.555556	16.6079	0
1.90035	0.555556	17.2026	0
1.94454	0.555556	17.787	0
1.98874	0.555556	18.3726	0
2.03293	0.555556	18.9455	0
2.07713	0.555556	19.5338	0
2.12132	0.555556	20.1218	0
2.16551	0.555556	20.6946	0
2.20971	0.555556	21.2457	0
2.2539	0.555556	21.7839	0
2.2981	0.555556	22.307	0
2.34229	0.555556	22.8103	0
2.38649	0.555556	23.2958	0
2.43068	0.555556	23.7625	0
2.47487	0.555556	24.2013	0
2.51907	0.555556	24.6146	0
2.56326	0.555556	25.005	0
2.60746	0.555556	25.3761	0
2.65165	0.555556	25.7234	0
2.69584	0.555556	26.0473	0
2.74004	0.555556	26.35	0
2.78423	0.555556	26.6324	0
2.82843	0.555556	26.8951	0
2.87262	0.555556	27.1385	0
2.91682	0.555556	27.362	0
2.96101	0.555556	27.5664	0
3.0052	0.555556	27.753	0
3.0494	0.555556	27.9216	0
3.09359	0.555556	28.0742	0
3.13779	0.555556	28.2104	0
3.18198	0.555556	28.3319	0
3.22617	0.555556	28.4382	0
3.27037	0.555556	28.5308	0
3.31456	0.555556	28.6081	0
3.35876	0.555556	28.673	0
3.40295	0.555556	28.7228	0
3.44715	0.555556	28.7611	0
3.49134	0.555556	28.784	0
3.53553	0.555556	28.7958	0
3.57973	0.555556	28.7912	0
3.62392	0.555556	28.7755	0
3.66812	0.555556	28.7421	0
3.71231	0.555556	28.6973	0
3.7565	0.555556	28.6333	0
3.8007	0.555556	28.5574	0
3.84489	0.555556	28.4602	0
3.88909	0.555556	28.3502	0
3.93328	0.555556	28.2166	0
3.97748	0.555556	28.069	0
4.02167	0.555556	27.8947	0
4.06586	0.555556	27.7051	0
4.11006	0.555556	27.4855	0
4.15425	0.555556	27.2489	0
4.19845	0.555556	26.9793	0
4.24264	0.555556	26.6909	0
4.28683	0.555556	26.3661	0
4.33103	0.555556	26.0206	0
4.37522	0.555556	25.6356	0
4.41942	0.555556	25.2278	0
4.46361	0.555556	24.7778	0
4.50781	0.555556	24.3031	0
4.552	0.555556	23.7839	0
4.59619	0.555556	23.2383	0
4.64039	0.555556	22.6466	0
4.68458	0.555556	22.027	0
4.72878	0.555556	21.3603	0
4.77297	0.555556	20.6647	0
4.81716	0.555556	19.9221	0
4.86136	0.555556	19.1499	0
4.90555	0.555556	18.3318	0
4.94975	0.555556	17.484	0
4.99394	0.555556	16.5925	0
5.03814	0.555556	15.672	0
5.08233	0.555556	14.7108	0
5.12652	0.555556	13.722	0
5.17072	0.555556	12.6967	0
5.21491	0.555556	11.6459	0
5.25911	0.555556	10.5636	0
5.3033	0.555556	9.45874	0
5.3475	0.555556	8.32816	0
5.39169	0.555556	7.17879	0
5.43588	0.555556	6.00991	0
5.48008	0.555556	4.82683	0
5.52427	0.555556	3.63076	0
5.56847	0.555556	2.42579	0
5.61266	0.555556	1.2144	0

0	0.666667	2.05632	0
0.0441942	0.666667	2.07891	0
0.0883883	0.666667	2.14804	0
0.132583	0.666667	2.12902	0
