#b 	 momk 	 DP 	 WW 
2.91682	3	3.50774e-05	5.604e-06
2.96101	3	2.5176e-05	3.86618e-06
3.0052	3	1.72755e-05	2.10922e-06
3.0494	3	1.23617e-05	1.71668e-06
3.09359	3	8.19914e-06	8.86537e-07
3.13779	3	5.70934e-06	8.55855e-07
3.18198	3	3.61065e-06	5.67311e-07
3.22617	3	2.53002e-06	5.13929e-07
3.27037	3	1.45561e-06	3.46817e-07
3.31456	3	1.1343e-06	2.99619e-07
3.35876	3	5.91898e-07	1.44117e-07
3.40295	3	5.70037e-07	1.65695e-07
3.44715	3	2.75634e-07	9.94433e-08
3.49134	3	3.48132e-07	1.12106e-07
3.53553	3	1.91928e-07	7.37417e-08
3.57973	3	2.5864e-07	6.8682e-08
3.62392	3	1.83453e-07	4.8982e-08
3.66812	3	2.06398e-07	3.92083e-08
3.71231	3	1.75457e-07	2.9356e-08
3.7565	3	1.62273e-07	2.1068e-08
3.8007	3	1.57664e-07	1.84535e-08
3.84489	3	1.20982e-07	1.08182e-08
3.88909	3	1.29776e-07	1.26073e-08
3.93328	3	8.42417e-08	5.01166e-09
3.97748	3	9.79743e-08	8.69499e-09
4.02167	3	5.41011e-08	2.18325e-09
4.06586	3	6.67028e-08	6.00174e-09
4.11006	3	3.14109e-08	6.84634e-10
4.15425	3	4.03036e-08	3.5814e-09
4.19845	3	1.57623e-08	-7.51958e-11
4.24264	3	2.04761e-08	1.68195e-09
4.28683	3	6.02756e-09	-4.03288e-10
4.33103	3	7.29847e-09	3.39446e-10
4.37522	3	7.03432e-10	-5.08787e-10
4.41942	3	-1.94749e-10	-4.69035e-10
4.46361	3	-1.58134e-09	-5.06836e-10
4.50781	3	-3.22278e-09	-8.20362e-10
4.552	3	-1.98458e-09	-4.29628e-10
4.59619	3	-3.92056e-09	-8.37469e-10
4.64039	3	-1.77734e-09	-3.16749e-10
4.68458	3	-3.39715e-09	-6.76038e-10
4.72878	3	-1.31897e-09	-2.06146e-10
4.77297	3	-2.41168e-09	-4.5804e-10
4.81716	3	-8.3595e-10	-1.13072e-10
4.86136	3	-1.42843e-09	-2.6009e-10
4.90555	3	-4.34133e-10	-4.93272e-11
4.94975	3	-6.54209e-10	-1.11917e-10
