#b 	 momk 	 DP 	 WW 	 DP error 	 WW error 
0	0	0.04909844352	0.3180113842	0.05577624676	0.06535859545
0.04419417382	0	0.07492418166	0.337649597	0.05595467498	0.06379865237
0.08838834765	0	0.08726812782	0.3870784815	0.05515377621	0.06184013592
0.1325825215	0	0.08016662605	0.3719301138	0.0547568544	0.0599834307
0.1767766953	0	0.01334207381	0.2775178122	0.05448271969	0.06005489308
0.2209708691	0	0.02284267468	0.2682275716	0.05286539657	0.05877524752
0.2651650429	0	0.05452472753	0.261782432	0.05187016538	0.0570827378
0.3093592168	0	0.07286093337	0.2519143185	0.0498523187	0.05322119032
0.3535533906	0	0.1093118536	0.2911410133	0.04789406503	0.05132429413
0.3977475644	0	0.08173848027	0.2777899375	0.04580970114	0.05171598805
0.4419417382	0	0.0360845247	0.2187653979	0.04633565436	0.05274550844
0.4861359121	0	0.01923332697	0.2034901377	0.0458267974	0.05140754672
0.5303300859	0	0.02771303184	0.2150819934	0.04533703261	0.04985808677
0.5745242597	0	0.01700279348	0.1711429678	0.04466949476	0.04867327344
0.6187184335	0	0.01245544375	0.1586801712	0.04263877975	0.04620903159
0.6629126074	0	0.05694074155	0.1830258809	0.04162603989	0.04514894404
0.7071067812	0	0.07544310955	0.1782670658	0.04126324306	0.0440833869
0.751300955	0	0.09098526046	0.1933620277	0.03938087456	0.04220109645
0.7954951288	0	0.147241255	0.2312456013	0.03573571241	0.03858076881
0.8396893027	0	0.1833096912	0.2664002484	0.03333782206	0.035555658
0.8838834765	0	0.1780374798	0.2578321345	0.0298408252	0.03307323511
0.9280776503	0	0.1716524046	0.2319365167	0.02894648537	0.03165306632
0.9722718241	0	0.1798113599	0.2466556719	0.02785271474	0.02986573898
1.016465998	0	0.1872083237	0.2548636284	0.02589667175	0.02806795753
1.060660172	0	0.1852321508	0.249128966	0.02406588099	0.02639033482
1.104854346	0	0.1772626274	0.2355980951	0.02330327194	0.025884378
1.149048519	0	0.1600951348	0.2197261394	0.02162874588	0.02451714345
1.193242693	0	0.1497676128	0.2056441065	0.0203598678	0.02263232225
1.237436867	0	0.1439327416	0.1940684437	0.01899091281	0.02139821158
1.281631041	0	0.1440505407	0.1902706514	0.01787153596	0.01986539796
1.325825215	0	0.1308770997	0.1780613815	0.01691038	0.01872479404
1.370019389	0	0.1197327925	0.1596143095	0.01654356126	0.01781217806
1.414213562	0	0.1229119388	0.154308637	0.01584176962	0.016091957
1.458407736	0	0.1179935069	0.1438260108	0.01558500904	0.01515204674
1.50260191	0	0.1128129762	0.1399269845	0.01515856607	0.0150249479
1.546796084	0	0.1020980553	0.1271548878	0.01473368303	0.01505151948
1.590990258	0	0.09701201725	0.1185781161	0.01423388409	0.01484418639
1.635184431	0	0.0952827213	0.1129443881	0.01339087045	0.01426287344
