#relative distance 	 D_matrix 	 position 1
0.0625	0.000553296
0.125	0.00154184
0.1875	0.00295622
0.25	0.00504542
0.3125	0.00855413
0.375	0.0108434
0.4375	0.014187
0.5	0.0184575
0.5625	0.0224456
0.625	0.0270872
0.6875	0.0293613
0.75	0.0320714
0.8125	0.0359366
0.875	0.0392093
0.9375	0.0409905
1	0.0429296
1.0625	0.0453761
1.125	0.0484804
1.1875	0.0514831
1.25	0.0553784
1.3125	0.0596885
1.375	0.0634511
1.4375	0.0659766
1.5	0.0666646
1.5625	0.0626441
1.625	0.0584858
1.6875	0.0573527
1.75	0.0533958
1.8125	0.0506026
1.875	0.0504893
1.9375	0.0482654
2	0.044646
2.0625	0.04198
2.125	0.0377527
2.1875	0.033924
2.25	0.0307383
2.3125	0.0276208
2.375	0.0255495
2.4375	0.0236339
2.5	0.0218979
2.5625	0.020317
2.625	0.0186348
2.6875	0.0170164
2.75	0.0156086
2.8125	0.0142902
2.875	0.0132179
2.9375	0.0121714
3	0.010945
3.0625	0.009812
3.125	0.00873214
3.1875	0.00787509
3.25	0.00712266
3.3125	0.00636033
3.375	0.00570841
3.4375	0.0051298
3.5	0.00458878
3.5625	0.00409685
3.625	0.00367661
3.6875	0.00331077
3.75	0.0029548
3.8125	0.00262728
3.875	0.00234605
3.9375	0.00210285
4	0.00188295
4.0625	0.00168611
4.125	0.00151183
4.1875	0.00135403
4.25	0.00120979
4.3125	0.00108079
4.375	0.000964806
4.4375	0.000861026
4.5	0.00076876
4.5625	0.000686551
4.625	0.000612659
4.6875	0.000545934
4.75	0.000487004
4.8125	0.000433962
4.875	0.000386189
4.9375	0.000343778
5	0.00030633
5.0625	0.00027238
5.125	0.000241873
5.1875	0.00021509
5.25	0.000190609
5.3125	0.000169699
5.375	0.000150641
5.4375	0.000133051
5.5	0.000118216
5.5625	0.000104422
5.625	9.29651e-05
5.6875	8.21435e-05
5.75	7.29262e-05
5.8125	6.36178e-05
5.875	5.68594e-05
5.9375	4.99622e-05
6	4.39043e-05
6.0625	3.90017e-05
6.125	3.42364e-05
6.1875	3.02614e-05
6.25	2.63952e-05
6.3125	2.3294e-05
6.375	2.02789e-05
6.4375	1.80085e-05
6.5	1.5806e-05
6.5625	1.33322e-05
6.625	1.15785e-05
6.6875	1.05406e-05
6.75	8.87806e-06
6.8125	7.58782e-06
6.875	6.664e-06
6.9375	5.77108e-06
7	4.57086e-06
7.0625	4.0619e-06
7.125	3.57343e-06
7.1875	2.77129e-06
7.25	2.31869e-06
7.3125	2.21526e-06
7.375	1.79139e-06
7.4375	1.04711e-06
7.5	6.46558e-07
7.5625	2.5672e-07
7.625	2.08769e-07
7.6875	1.69945e-07
7.75	1.38378e-07
7.8125	-2.18469e-07
7.875	-2.35549e-07
7.9375	8.81354e-08
