#relative distance 	 D_matrix 	 position 1
0.0625	0.0154353
0.125	0.0516428
0.1875	0.0765357
0.25	0.100168
0.3125	0.122443
0.375	0.139976
0.4375	0.143433
0.5	0.135454
0.5625	0.127071
0.625	0.123102
0.6875	0.134332
0.75	0.143948
0.8125	0.146674
0.875	0.151464
0.9375	0.149793
1	0.148119
1.0625	0.135862
1.125	0.123913
1.1875	0.128696
1.25	0.137236
1.3125	0.128053
1.375	0.131069
1.4375	0.126746
1.5	0.117457
1.5625	0.10944
1.625	0.103548
1.6875	0.102722
1.75	0.104486
1.8125	0.111269
1.875	0.109049
1.9375	0.0992076
2	0.0914258
2.0625	0.0790603
2.125	0.0692583
2.1875	0.0631345
2.25	0.062345
2.3125	0.061988
2.375	0.0587677
2.4375	0.0559552
2.5	0.050611
2.5625	0.0449135
2.625	0.0406495
2.6875	0.035695
2.75	0.0314701
2.8125	0.0278201
2.875	0.0245955
2.9375	0.0216625
3	0.0196494
3.0625	0.0175617
3.125	0.0154746
3.1875	0.013877
3.25	0.012324
3.3125	0.0108626
3.375	0.00942862
3.4375	0.00815148
3.5	0.00707279
3.5625	0.00612592
3.625	0.0054102
3.6875	0.00477534
3.75	0.00415532
3.8125	0.00368816
3.875	0.00332852
3.9375	0.00302732
4	0.00277255
4.0625	0.00249147
4.125	0.00222884
4.1875	0.00198904
4.25	0.00176625
4.3125	0.00156569
4.375	0.00139648
4.4375	0.0012426
4.5	0.00110571
4.5625	0.000979261
4.625	0.000863455
4.6875	0.000764234
4.75	0.000676182
4.8125	0.000595499
4.875	0.000525063
4.9375	0.000461985
5	0.000407076
5.0625	0.000359528
5.125	0.000316915
5.1875	0.00027977
5.25	0.000246211
5.3125	0.000216616
5.375	0.000190125
5.4375	0.000167108
5.5	0.00014676
5.5625	0.000129088
5.625	0.000113275
5.6875	9.95254e-05
5.75	8.72035e-05
5.8125	7.65187e-05
5.875	6.70394e-05
5.9375	5.86295e-05
6	5.13736e-05
6.0625	4.48881e-05
6.125	3.93528e-05
6.1875	3.43798e-05
6.25	2.99127e-05
6.3125	2.61432e-05
6.375	2.30241e-05
6.4375	1.98281e-05
6.5	1.69327e-05
6.5625	1.49412e-05
6.625	1.2821e-05
6.6875	1.10065e-05
6.75	9.47013e-06
6.8125	8.06132e-06
6.875	7.00674e-06
6.9375	5.82074e-06
7	5.15012e-06
7.0625	4.34106e-06
7.125	3.62657e-06
7.1875	3.10156e-06
7.25	2.41798e-06
7.3125	1.58638e-06
7.375	1.26056e-06
7.4375	9.50189e-07
7.5	8.10558e-07
7.5625	5.1733e-07
7.625	1.43612e-07
7.6875	2.81242e-07
7.75	8.75385e-08
7.8125	7.06874e-08
7.875	-1.94691e-07
7.9375	-1.17224e-07
